playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8475792,2018,Brett Connolly,WSH,R,other,7,104.0,2.0,1.08,0.47,0.87,0.6,0.6,0.6,0.75,22.0,0.82,0.19,0.07,0.13,0.03,0.41,0.16,0.07,0.19,0.07,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.03,0.0,0.19,0.03,0.03,0.01,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,385.0,0.0,0.0,0.0,0.0,2.54,0.94,0.7,0.94,0.7,1.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.19,0.75,0.0,0.0,0.0,3.0,3.0,3.0,0.08,0.72,0.72,0.3,0.3,0.28,1.13,1.06,1.06,1.06,1.06,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.06,0.0,0.0,1.0,2.0,2.0,2.0,0.01,0.0,0.0,1.06,1.06,1.06,0.52,0.08,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8475792,2018,Brett Connolly,WSH,R,all,7,5807.0,129.0,0.1,0.45,0.51,0.43,0.46,0.43,0.46,57.0,10.27,1.16,0.76,1.96,0.34,5.92,3.87,1.03,1.17,1.05,0.0,0.0,9.0,5.0,4.0,18.0,2.0,2.0,1.0,0.0,2.0,0.0,4.0,5.0,7.0,12.0,3.0,6.0,0.0,10.0,0.0,2.0,7.0,7.0,0.0,0.29,0.87,0.0,0.0,2.0,0.0,18.46,14.0,14.19,1.0,0.17,0.19,0.19,1.14,1.16,1.14,129.0,13.0,17.0,11.0,88.0,13.0,22.0,25.0,69.0,0.0,2.0,21366.0,6.0,4.0,2.0,1.0,39.48,4.28,3.85,4.29,3.85,38.0,19.0,16.0,73.0,3.0,3.0,0.0,38.0,14.0,5.0,0.95,1.68,1.66,0.0,3.0,0.0,73.47,57.0,57.08,0.64,0.91,0.91,4.01,4.01,3.79,54.78,5.31,5.2,5.33,5.22,54.0,23.0,21.0,98.0,5.0,5.0,0.0,57.0,12.0,8.0,1.29,1.47,2.54,1.0,2.0,2.0,96.41,77.0,76.34,0.71,0.85,0.85,5.17,5.17,5.13,17.25,16.48,298.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0
8475792,2018,Brett Connolly,WSH,R,5on5,7,5362.0,120.0,0.1,0.33,0.44,0.38,0.41,0.37,0.42,50.0,7.55,0.79,0.54,1.49,0.22,4.01,2.95,0.79,0.81,0.81,0.0,0.0,8.0,2.0,4.0,14.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,3.0,6.0,8.0,3.0,6.0,0.0,10.0,0.0,2.0,5.0,5.0,0.0,0.2,0.59,0.0,0.0,2.0,0.0,14.46,10.0,10.19,1.0,0.11,0.19,0.0,0.91,0.92,0.92,120.0,13.0,17.0,10.0,80.0,13.0,21.0,24.0,62.0,0.0,1.0,15869.0,6.0,4.0,2.0,1.0,29.67,2.06,2.04,2.07,2.04,32.0,12.0,15.0,59.0,3.0,1.0,0.0,33.0,11.0,0.0,0.75,1.31,0.0,0.0,3.0,0.0,59.47,44.0,44.08,0.4,0.19,0.19,2.27,2.27,2.26,52.92,4.23,4.12,4.25,4.14,53.0,21.0,21.0,95.0,4.0,5.0,0.0,56.0,12.0,6.0,1.27,1.47,1.49,1.0,2.0,1.0,93.41,74.0,73.34,0.69,0.85,0.85,4.07,4.07,4.04,9.69,12.16,199.0,281.0,0.02,0.24,1.0,4.0,1.0,3.0
8475792,2018,Brett Connolly,WSH,R,4on5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8475792,2018,Brett Connolly,WSH,R,5on4,7,341.0,7.0,1.03,0.98,0.91,0.92,0.91,0.91,0.86,22.0,1.9,0.17,0.16,0.34,0.08,1.49,0.76,0.17,0.17,0.17,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.09,0.08,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.04,0.0,0.0,0.21,0.21,0.2,7.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,859.0,0.0,0.0,0.0,0.0,7.27,1.28,1.11,1.28,1.11,5.0,5.0,1.0,11.0,0.0,0.0,0.0,5.0,2.0,3.0,0.19,0.18,0.9,0.0,0.0,0.0,11.0,10.0,10.0,0.16,0.0,0.0,1.44,1.44,1.25,0.73,0.03,0.03,0.03,0.03,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.03,0.03,0.03,2.16,0.22,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8471702,2018,Matt Niskanen,WSH,D,other,7,337.0,4.0,0.28,0.74,0.64,0.54,0.71,0.7,0.71,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,259.0,0.0,0.0,0.0,1.0,4.47,2.92,2.9,2.92,2.9,3.0,4.0,0.0,7.0,1.0,0.0,0.0,1.0,2.0,4.0,0.03,0.23,2.66,0.0,0.0,1.0,7.0,7.0,7.0,0.05,0.0,0.0,2.96,2.96,2.95,2.19,1.01,0.75,1.01,0.75,2.0,1.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,0.04,0.0,0.97,0.0,0.0,0.0,6.0,3.0,3.0,0.07,0.0,0.0,1.08,1.08,0.79,0.99,0.55,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8471702,2018,Matt Niskanen,WSH,D,all,7,10388.0,195.0,-0.57,0.5,0.5,0.38,0.49,0.41,0.48,14.0,6.05,0.19,0.36,1.5,0.19,3.42,4.35,0.18,0.19,0.18,0.0,2.0,7.0,3.0,3.0,13.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,7.0,10.0,0.0,0.0,0.0,21.0,4.0,9.0,10.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,13.36,10.0,10.08,8.0,0.08,0.0,0.0,0.27,0.27,0.26,195.0,10.0,40.0,44.0,101.0,23.0,25.0,26.0,121.0,0.0,0.0,16785.0,0.0,2.0,1.0,16.0,68.29,8.5,8.23,8.52,8.25,67.0,29.0,21.0,117.0,6.0,4.0,0.0,69.0,17.0,10.0,2.06,2.02,4.42,1.0,4.0,1.0,118.59,96.0,96.68,0.86,0.7,0.7,8.65,8.68,8.61,98.93,8.63,8.12,8.64,8.13,98.0,41.0,56.0,195.0,7.0,4.0,2.0,108.0,21.0,10.0,2.44,2.59,3.6,2.0,2.0,3.0,193.48,139.0,138.38,1.42,0.66,0.66,9.39,9.4,8.89,13.03,13.16,254.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0
8471702,2018,Matt Niskanen,WSH,D,5on5,7,8255.0,158.0,-0.57,0.47,0.38,0.37,0.43,0.4,0.41,16.0,3.44,0.09,0.19,0.93,0.11,2.12,1.57,0.09,0.09,0.09,0.0,2.0,2.0,3.0,3.0,8.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,5.0,0.0,0.0,0.0,17.0,2.0,9.0,5.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,8.36,5.0,5.08,8.0,0.04,0.0,0.0,0.13,0.12,0.12,158.0,8.0,24.0,42.0,84.0,19.0,21.0,23.0,95.0,0.0,0.0,12976.0,0.0,2.0,1.0,12.0,54.41,5.03,4.81,5.06,4.84,52.0,22.0,18.0,92.0,5.0,3.0,0.0,54.0,15.0,5.0,1.69,1.79,1.56,1.0,4.0,0.0,93.59,74.0,74.68,0.68,0.66,0.66,5.06,5.09,5.05,79.45,5.57,5.35,5.58,5.36,78.0,34.0,43.0,155.0,5.0,3.0,2.0,88.0,18.0,6.0,1.95,2.24,1.38,1.0,2.0,2.0,153.48,112.0,111.38,1.0,0.47,0.47,6.1,6.11,5.92,6.72,10.82,166.0,221.0,0.22,0.07,8.0,5.0,5.0,5.0
8471702,2018,Matt Niskanen,WSH,D,4on5,7,1450.0,21.0,-0.57,0.03,0.02,0.17,0.1,0.21,0.13,16.0,0.6,0.0,0.02,0.02,0.02,0.02,1.92,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,21.0,0.0,15.0,0.0,6.0,2.0,4.0,1.0,14.0,0.0,0.0,1059.0,0.0,0.0,0.0,0.0,3.15,0.07,0.07,0.07,0.07,5.0,1.0,1.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,0.02,0.0,0.0,0.09,0.09,0.09,16.56,2.02,1.99,2.02,1.99,18.0,5.0,10.0,33.0,2.0,1.0,0.0,18.0,3.0,2.0,0.42,0.36,1.24,1.0,0.0,1.0,33.0,23.0,23.0,0.34,0.19,0.19,2.17,2.17,2.15,0.02,0.87,3.0,28.0,0.01,0.0,1.0,0.0,1.0,0.0
8471702,2018,Matt Niskanen,WSH,D,5on4,7,346.0,12.0,-0.57,0.94,0.94,0.92,0.94,0.9,0.92,19.0,2.01,0.1,0.14,0.55,0.07,1.28,0.86,0.1,0.1,0.1,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.04,0.0,0.0,0.14,0.14,0.13,12.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0,10.0,0.0,0.0,2237.0,0.0,0.0,0.0,3.0,6.25,0.48,0.45,0.48,0.45,7.0,2.0,2.0,11.0,0.0,1.0,0.0,8.0,0.0,1.0,0.28,0.0,0.2,0.0,0.0,0.0,11.0,9.0,9.0,0.11,0.05,0.05,0.54,0.54,0.52,0.73,0.03,0.03,0.03,0.03,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.03,0.03,0.03,5.04,0.3,77.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
