playerId,season,name,team,position,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts
8471702,2014,Matt Niskanen,WSH,D,other,14,563.0,10.0,1.5,0.22,0.5,0.45,0.86,0.42,0.83,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,3.0,0.0,3.0,0.0,2.0,1.0,7.0,0.0,0.0,550.0,0.0,0.0,0.0,2.0,3.37,0.38,0.36,0.38,0.36,4.0,1.0,4.0,9.0,0.0,0.0,0.0,2.0,3.0,0.0,0.05,0.33,0.0,0.0,0.0,0.0,9.0,5.0,5.0,0.07,0.0,0.0,0.45,0.45,0.43,5.31,1.38,1.38,1.38,1.38,5.0,2.0,4.0,11.0,1.0,0.0,0.0,5.0,1.0,1.0,0.24,0.18,0.96,0.0,0.0,1.0,11.0,7.0,7.0,0.1,0.0,0.0,1.48,1.48,1.47,0.87,0.86,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8471702,2014,Matt Niskanen,WSH,D,all,14,19984.0,432.0,4.95,0.46,0.53,0.47,0.51,0.47,0.51,24.0,24.1,0.63,1.27,6.43,0.79,14.72,12.15,0.62,0.61,0.6,3.0,1.0,22.0,14.0,20.0,56.0,4.0,0.0,2.0,0.0,6.0,0.0,10.0,18.0,22.0,36.0,0.0,0.0,0.0,35.0,9.0,24.0,36.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,54.11,36.0,34.92,23.0,0.25,0.71,0.0,0.89,0.86,0.84,432.0,61.0,55.0,73.0,243.0,46.0,49.0,59.0,278.0,0.0,0.0,32361.0,0.0,0.0,0.0,27.0,155.79,12.32,11.79,12.33,11.79,153.0,64.0,79.0,296.0,10.0,9.0,4.0,170.0,37.0,10.0,4.65,4.68,3.0,1.0,5.0,4.0,293.02,217.0,215.85,2.17,2.37,2.44,12.05,12.09,11.7,171.35,14.6,14.17,14.74,14.29,164.0,78.0,94.0,336.0,13.0,8.0,2.0,181.0,50.0,11.0,5.14,6.01,3.46,5.0,4.0,4.0,337.98,242.0,244.08,2.58,1.68,1.68,15.5,15.63,15.33,25.77,22.45,594.0,567.0,0.0,0.0,0.0,0.0,0.0,0.0
8471702,2014,Matt Niskanen,WSH,D,5on5,14,17016.0,364.0,4.95,0.51,0.54,0.49,0.51,0.5,0.5,26.0,24.1,0.63,1.27,6.43,0.79,14.72,12.15,0.62,0.61,0.6,3.0,1.0,22.0,14.0,19.0,55.0,4.0,0.0,2.0,0.0,6.0,0.0,10.0,18.0,22.0,36.0,0.0,0.0,0.0,32.0,7.0,21.0,36.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,53.11,36.0,34.92,20.0,0.25,0.71,0.0,0.89,0.86,0.84,364.0,53.0,42.0,69.0,200.0,42.0,40.0,52.0,230.0,0.0,0.0,27422.0,0.0,0.0,0.0,22.0,143.76,11.43,10.92,11.44,10.92,140.0,59.0,73.0,272.0,10.0,9.0,4.0,158.0,31.0,10.0,4.46,3.97,3.0,1.0,5.0,4.0,269.02,199.0,197.85,1.92,2.37,2.44,10.92,10.95,10.59,142.22,11.19,10.86,11.33,10.97,133.0,69.0,81.0,283.0,11.0,7.0,2.0,152.0,40.0,10.0,3.99,4.7,2.5,4.0,4.0,3.0,284.98,202.0,204.08,1.95,1.65,1.65,11.49,11.62,11.44,20.58,17.59,498.0,485.0,1.33,0.26,38.0,6.0,30.0,6.0
8471702,2014,Matt Niskanen,WSH,D,4on5,14,1587.0,37.0,4.95,0.0,0.03,0.03,0.1,0.03,0.13,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,10.0,2.0,25.0,1.0,4.0,3.0,29.0,0.0,0.0,2005.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.59,1.81,1.71,1.81,1.71,25.0,5.0,8.0,38.0,1.0,1.0,0.0,22.0,8.0,0.0,0.79,1.02,0.0,1.0,0.0,0.0,38.0,30.0,30.0,0.5,0.03,0.03,2.29,2.29,2.17,0.12,3.41,7.0,65.0,0.02,0.0,1.0,0.0,1.0,0.0
8471702,2014,Matt Niskanen,WSH,D,5on4,14,818.0,21.0,2.4,0.69,0.92,0.78,0.91,0.8,0.89,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,4.0,0.0,2.0,15.0,3.0,3.0,3.0,12.0,0.0,0.0,2133.0,0.0,0.0,0.0,2.0,8.36,0.51,0.5,0.51,0.5,8.0,4.0,2.0,14.0,0.0,0.0,0.0,9.0,3.0,0.0,0.13,0.37,0.0,0.0,0.0,0.0,14.0,12.0,12.0,0.17,0.0,0.0,0.68,0.68,0.67,2.22,0.22,0.22,0.22,0.22,1.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.1,0.12,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.03,0.0,0.0,0.25,0.25,0.25,4.02,0.33,68.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8471703,2014,Steve Downie,PIT,R,other,5,241.0,6.0,1.4,0.16,0.56,0.33,0.56,0.33,0.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,0.0,2.0,3.0,0.0,0.0,1276.0,0.0,0.0,0.0,0.0,0.67,0.02,0.02,0.02,0.02,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.01,0.0,0.0,0.03,0.03,0.03,1.41,0.11,0.11,0.11,0.11,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.02,0.0,0.0,0.13,0.13,0.13,0.12,0.1,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8471703,2014,Steve Downie,PIT,R,all,5,3198.0,81.0,2.1,0.77,0.44,0.61,0.47,0.67,0.44,50.0,4.89,0.46,0.43,0.98,0.12,2.42,1.59,0.46,0.46,0.45,2.0,0.0,4.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,4.0,6.0,2.0,4.0,0.0,10.0,2.0,2.0,3.0,3.0,0.0,0.15,0.32,0.0,0.0,0.0,0.0,5.84,6.0,5.82,1.0,0.09,0.0,0.0,0.55,0.54,0.54,81.0,8.0,7.0,14.0,52.0,12.0,11.0,13.0,45.0,0.0,0.0,15648.0,4.0,0.0,0.0,0.0,27.61,2.34,2.32,2.34,2.33,26.0,12.0,10.0,48.0,2.0,1.0,0.0,29.0,7.0,2.0,0.66,0.77,0.91,0.0,1.0,1.0,47.3,38.0,37.44,0.4,0.12,0.12,2.61,2.62,2.6,13.28,0.71,0.7,0.71,0.7,12.0,7.0,12.0,31.0,0.0,0.0,0.0,17.0,2.0,0.0,0.49,0.22,0.0,0.0,0.0,0.0,31.91,19.0,19.73,0.17,0.0,0.0,0.88,0.88,0.87,9.18,11.84,219.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0
8471703,2014,Steve Downie,PIT,R,5on5,5,2594.0,66.0,2.1,0.69,0.49,0.58,0.5,0.65,0.47,47.0,4.89,0.46,0.43,0.98,0.12,2.42,1.59,0.46,0.46,0.45,1.0,0.0,4.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,4.0,6.0,2.0,4.0,0.0,10.0,2.0,1.0,3.0,3.0,0.0,0.15,0.32,0.0,0.0,0.0,0.0,5.84,6.0,5.82,1.0,0.09,0.0,0.0,0.55,0.54,0.54,66.0,6.0,7.0,13.0,40.0,9.0,10.0,9.0,38.0,0.0,0.0,11137.0,4.0,0.0,0.0,0.0,22.73,1.34,1.33,1.34,1.33,23.0,8.0,9.0,40.0,1.0,1.0,0.0,24.0,7.0,0.0,0.57,0.77,0.0,0.0,1.0,0.0,39.3,31.0,30.44,0.3,0.12,0.12,1.51,1.52,1.51,11.87,0.6,0.59,0.6,0.59,10.0,7.0,12.0,29.0,0.0,0.0,0.0,15.0,2.0,0.0,0.38,0.22,0.0,0.0,0.0,0.0,29.91,17.0,17.73,0.15,0.0,0.0,0.75,0.75,0.74,7.49,7.8,179.0,178.0,0.05,0.08,1.0,3.0,1.0,3.0
8471703,2014,Steve Downie,PIT,R,4on5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8471703,2014,Steve Downie,PIT,R,5on4,5,363.0,9.0,2.1,1.0,0.97,1.0,0.84,1.0,0.84,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,1.0,6.0,2.0,1.0,2.0,4.0,0.0,0.0,1018.0,0.0,0.0,0.0,0.0,4.21,0.98,0.97,0.98,0.97,2.0,4.0,1.0,7.0,1.0,0.0,0.0,4.0,0.0,2.0,0.07,0.0,0.91,0.0,0.0,1.0,7.0,6.0,6.0,0.09,0.0,0.0,1.07,1.07,1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.03,26.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
