,playerId,action_season,name,team,action_date
391,8481534,2023,Raphael Lavoie,EDM,2023-06-28
392,8478402,2023,Connor McDavid,EDM,2023-06-28
393,8480802,2023,Ryan McLeod,EDM,2023-06-28
394,8476454,2023,Ryan Nugent-Hopkins,EDM,2023-06-28
395,8478967,2023,Lane Pederson,EDM,2023-06-28
396,8478585,2023,Derek Ryan,EDM,2023-06-28
397,8480803,2023,Evan Bouchard,EDM,2023-06-28
398,8481598,2023,Philip Broberg,EDM,2023-06-28
399,8476879,2023,Cody Ceci,EDM,2023-06-28
400,8479341,2023,Cam Dineen,EDM,2023-06-28
401,8475218,2023,Mattias Ekholm,EDM,2023-06-28
402,8479416,2023,Ben Gleason,EDM,2023-06-28
403,8480274,2023,Philip Kemp,EDM,2023-06-28
404,8476967,2023,Brett Kulak,EDM,2023-06-28
405,8477498,2023,Darnell Nurse,EDM,2023-06-28
406,8475789,2023,Jack Campbell,EDM,2023-06-28
407,8475717,2023,Calvin Pickard,EDM,2023-06-28
408,8480885,2023,Olivier Rodrigue,EDM,2023-06-28
409,8479973,2023,Stuart Skinner,EDM,2023-06-28
410,8481557,2023,Matt Boldy,MIN,2023-06-28
411,8478493,2023,Joel Eriksson Ek,MIN,2023-06-28
412,8475220,2023,Marcus Foligno,MIN,2023-06-28
413,8477919,2023,Frederick Gaudreau,MIN,2023-06-28
414,8477451,2023,Ryan Hartman,MIN,2023-06-28
415,8475149,2023,Marcus Johansson,MIN,2023-06-28
416,8478864,2023,Kirill Kaprizov,MIN,2023-06-28
417,8482177,2023,Marat Khusnutdinov,MIN,2023-06-28
418,8480880,2023,Jakub Lauko,MIN,2023-06-28
419,8483499,2023,Liam Ohgren,MIN,2023-06-28
420,8482079,2023,Marco Rossi,MIN,2023-06-28
421,8475692,2023,Mats Zuccarello,MIN,2023-06-28
422,8474567,2023,Zach Bogosian,MIN,2023-06-28
423,8476463,2023,Jonas Brodin,MIN,2023-06-28
424,8480990,2023,Declan Chisholm,MIN,2023-06-28
425,8482122,2023,Brock Faber,MIN,2023-06-28
426,8475750,2023,Jon Merrill,MIN,2023-06-28
427,8478136,2023,Jake Middleton,MIN,2023-06-28
428,8474716,2023,Jared Spurgeon,MIN,2023-06-28
429,8470594,2023,Marc-Andre Fleury,MIN,2023-06-28
430,8479406,2023,Filip Gustavsson,MIN,2023-06-28
431,8481543,2023,Nikita Alexandrov,STL,2023-06-28
432,8477402,2023,Pavel Buchnevich,STL,2023-06-28
433,8479385,2023,Jordan Kyrou,STL,2023-06-28
434,8482089,2023,Jake Neighbours,STL,2023-06-28
435,8476438,2023,Brandon Saad,STL,2023-06-28
436,8475170,2023,Brayden Schenn,STL,2023-06-28
437,8476897,2023,Oskar Sundqvist,STL,2023-06-28
438,8480074,2023,Alexandre Texier,STL,2023-06-28
439,8480023,2023,Robert Thomas,STL,2023-06-28
440,8480281,2023,Alexey Toropchenko,STL,2023-06-28
441,8477573,2023,Nathan Walker,STL,2023-06-28
442,8475753,2023,Justin Faulk,STL,2023-06-28
443,8476792,2023,Torey Krug,STL,2023-06-28
444,8475181,2023,Nick Leddy,STL,2023-06-28
445,8476892,2023,Colton Parayko,STL,2023-06-28
446,8481059,2023,Scott Perunovich,STL,2023-06-28
447,8481006,2023,Tyler Tucker,STL,2023-06-28
