,playerId,action_season,action_date,prediction,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,weight,age_in_days,height_inches
285,8478396,2023,2023-06-28,591.17694,81.0,110039.0,2614.0,53.5,0.53,0.55,0.53,0.59,0.53,0.59,186.0,178.15,8.77,11.54,46.61,5.73,108.32,77.04,8.52,8.73,8.48,17.0,14.0,176.0,82.0,124.0,382.0,38.0,7.0,22.0,1.0,47.0,4.0,84.0,94.0,169.0,251.0,14.0,33.0,0.0,76.0,58.0,53.0,236.0,15.0,7.0,4.92,1.78,2.06,2.0,3.0,2.0,383.59,258.0,258.85,36.0,2.52,4.43,1.24,10.04,10.05,9.82,2614.0,254.0,336.0,380.0,1644.0,296.0,301.0,308.0,1709.0,0.0,0.0,186279.0,33.0,13.0,5.0,129.0,1056.94,103.95,100.31,104.39,100.72,1056.0,406.0,458.0,1920.0,90.0,108.0,19.0,1052.0,294.0,116.0,28.24,35.72,39.99,20.0,33.0,37.0,1931.69,1462.0,1469.86,15.79,22.08,21.75,98.0,98.41,96.59,947.35,93.33,89.02,93.66,89.32,926.0,369.0,404.0,1699.0,95.0,84.0,12.0,926.0,270.0,99.0,27.11,33.7,32.52,35.0,32.0,28.0,1700.89,1295.0,1298.48,14.65,16.48,16.48,91.5,91.82,89.42,171.22,140.82,3542.0,2429.0,215.0,9650.0,75.0
286,8477018,2023,2023-06-28,557.30396,31.0,29749.0,636.0,10.95,0.55,0.54,0.53,0.5,0.54,0.52,158.0,47.28,2.64,2.72,12.66,1.48,27.29,19.22,2.51,2.62,2.5,2.0,3.0,52.0,14.0,28.0,94.0,8.0,3.0,2.0,1.0,9.0,1.0,31.0,20.0,49.0,63.0,3.0,6.0,0.0,18.0,14.0,7.0,56.0,8.0,2.0,1.03,1.12,0.49,1.0,1.0,1.0,94.13,66.0,65.49,5.0,0.56,0.42,0.66,2.54,2.54,2.47,636.0,82.0,45.0,98.0,411.0,96.0,108.0,82.0,350.0,0.0,0.0,84083.0,6.0,8.0,4.0,34.0,276.54,23.23,22.09,23.29,22.12,278.0,102.0,123.0,503.0,18.0,21.0,3.0,289.0,68.0,23.0,8.05,8.44,6.75,7.0,6.0,5.0,506.27,380.0,380.02,4.07,4.24,4.24,23.06,23.1,22.63,236.07,19.01,18.51,18.85,18.34,227.0,102.0,124.0,453.0,16.0,16.0,2.0,261.0,53.0,15.0,7.2,6.45,5.36,6.0,7.0,3.0,447.81,329.0,327.45,3.15,3.75,4.3,17.86,17.69,17.45,77.99,66.63,1430.0,1407.0,206.0,11026.0,74.0
287,8481527,2023,2023-06-28,564.0595,10.0,10541.0,227.0,3.55,0.6,0.42,0.52,0.48,0.54,0.49,46.0,17.42,0.6,1.06,4.56,0.57,10.94,8.26,0.6,0.59,0.58,1.0,1.0,16.0,10.0,8.0,34.0,2.0,0.0,3.0,0.0,2.0,0.0,9.0,12.0,16.0,26.0,0.0,0.0,0.0,25.0,6.0,1.0,25.0,1.0,0.0,0.51,0.09,0.0,0.0,0.0,0.0,33.21,26.0,25.65,1.0,0.21,0.39,0.01,0.8,0.79,0.78,227.0,17.0,29.0,39.0,142.0,37.0,31.0,35.0,124.0,0.0,0.0,25693.0,0.0,4.0,2.0,8.0,94.33,8.98,8.55,8.77,8.36,84.0,49.0,37.0,170.0,7.0,11.0,2.0,96.0,29.0,8.0,2.85,3.47,2.65,3.0,2.0,2.0,164.73,133.0,128.99,1.34,2.25,2.41,7.91,7.7,7.5,81.07,5.97,5.86,6.18,6.06,83.0,31.0,41.0,155.0,11.0,5.0,1.0,92.0,19.0,3.0,2.45,2.47,1.05,6.0,3.0,2.0,160.43,114.0,118.68,1.13,0.77,0.77,6.33,6.55,6.45,17.54,24.46,396.0,434.0,202.0,8185.0,75.0
288,8478062,2023,2023-06-28,556.25256,15.0,10528.0,273.0,-2.23,0.28,0.42,0.34,0.42,0.35,0.41,92.0,8.46,0.51,0.52,2.04,0.26,5.15,3.53,0.51,0.51,0.51,0.0,0.0,7.0,5.0,2.0,14.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,2.0,7.0,12.0,4.0,8.0,0.0,30.0,2.0,8.0,11.0,1.0,0.0,0.36,0.14,0.0,0.0,0.0,0.0,13.7,12.0,11.98,5.0,0.11,0.0,0.0,0.62,0.62,0.62,273.0,17.0,41.0,53.0,162.0,29.0,53.0,32.0,159.0,0.0,0.0,43534.0,8.0,10.0,5.0,20.0,50.91,4.12,4.09,4.13,4.11,52.0,18.0,26.0,96.0,4.0,0.0,0.0,56.0,9.0,5.0,1.83,1.06,1.23,3.0,0.0,1.0,94.63,70.0,70.09,0.7,0.0,0.0,4.82,4.84,4.82,92.95,10.43,9.93,10.31,9.82,94.0,36.0,59.0,189.0,15.0,8.0,2.0,79.0,39.0,12.0,2.51,4.59,3.34,7.0,4.0,4.0,190.04,130.0,129.7,1.55,2.04,2.04,9.94,9.87,9.5,36.15,49.98,578.0,792.0,195.0,9811.0,74.0
289,8475188,2023,2023-06-28,544.1887,82.0,97631.0,2011.0,26.82,0.5,0.54,0.45,0.5,0.45,0.52,261.0,87.28,3.97,5.42,22.89,2.85,55.44,39.43,3.75,3.99,3.77,7.0,9.0,89.0,41.0,89.0,219.0,17.0,1.0,9.0,1.0,32.0,1.0,38.0,49.0,88.0,129.0,16.0,41.0,0.0,201.0,38.0,30.0,123.0,4.0,3.0,2.66,0.42,0.89,0.0,0.0,1.0,223.18,130.0,131.3,24.0,1.1,1.91,0.69,4.37,4.38,4.23,2011.0,181.0,401.0,295.0,1134.0,280.0,280.0,255.0,1196.0,0.0,0.0,202221.0,41.0,28.0,11.0,197.0,735.97,77.93,75.46,79.11,76.58,743.0,276.0,389.0,1408.0,74.0,61.0,12.0,713.0,231.0,75.0,21.24,28.66,28.03,24.0,25.0,25.0,1434.6,1019.0,1034.79,10.6,12.28,12.28,76.24,77.28,75.84,879.64,78.39,75.31,77.75,74.7,870.0,354.0,513.0,1737.0,84.0,76.0,11.0,903.0,251.0,70.0,24.85,29.86,23.67,25.0,37.0,22.0,1720.62,1224.0,1216.18,14.17,14.27,14.34,78.23,77.76,75.56,187.99,159.32,3378.0,3319.0,212.0,11846.0,76.0
290,8474565,2023,2023-06-28,572.05585,73.0,105038.0,1968.0,52.81,0.52,0.54,0.48,0.49,0.5,0.5,95.0,159.83,9.49,10.21,41.43,5.47,97.73,71.69,9.22,9.52,9.26,19.0,24.0,170.0,66.0,99.0,335.0,54.0,11.0,16.0,2.0,42.0,2.0,68.0,97.0,159.0,225.0,8.0,16.0,1.0,65.0,56.0,52.0,219.0,10.0,7.0,5.04,1.19,3.26,7.0,3.0,1.0,337.89,236.0,237.48,32.0,2.25,3.3,1.15,10.59,10.64,10.41,1968.0,317.0,346.0,295.0,1010.0,201.0,250.0,320.0,1197.0,1.0,0.0,161613.0,16.0,12.0,6.0,177.0,944.11,104.39,98.88,105.26,99.73,961.0,347.0,451.0,1759.0,104.0,112.0,17.0,911.0,268.0,129.0,27.27,34.04,43.09,32.0,36.0,36.0,1779.34,1308.0,1319.23,15.65,23.9,23.9,96.15,96.88,94.04,932.1,97.53,92.88,97.58,92.91,926.0,366.0,593.0,1885.0,94.0,100.0,13.0,950.0,233.0,109.0,27.76,28.62,41.14,25.0,33.0,36.0,1878.33,1292.0,1292.27,14.8,19.22,19.16,93.18,93.08,90.5,132.86,113.74,2509.0,2616.0,210.0,12214.0,75.0
291,8482138,2023,2023-06-28,531.5378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,8477447,2023,2023-06-28,578.6459,55.0,70729.0,1363.0,43.9,0.58,0.48,0.55,0.43,0.56,0.44,139.0,125.28,7.24,8.52,31.68,4.16,77.64,53.77,7.05,7.31,7.12,15.0,18.0,136.0,47.0,99.0,282.0,41.0,8.0,9.0,1.0,38.0,7.0,49.0,72.0,128.0,175.0,9.0,18.0,0.0,16.0,28.0,24.0,163.0,17.0,3.0,4.2,1.93,1.12,4.0,2.0,2.0,286.54,183.0,185.27,13.0,1.89,1.82,0.25,8.88,8.97,8.74,1363.0,216.0,198.0,213.0,736.0,166.0,215.0,187.0,795.0,0.0,0.0,130105.0,18.0,14.0,7.0,86.0,684.79,69.02,66.2,70.34,67.44,702.0,237.0,350.0,1289.0,72.0,51.0,16.0,665.0,202.0,72.0,19.23,25.07,24.71,20.0,19.0,33.0,1317.24,939.0,958.7,11.14,11.37,11.37,68.78,69.97,68.22,545.56,50.5,49.28,49.89,48.7,544.0,208.0,317.0,1069.0,43.0,43.0,5.0,541.0,160.0,51.0,14.52,19.59,16.39,12.0,18.0,13.0,1050.73,752.0,741.38,7.61,7.97,8.04,50.07,49.63,49.04,107.85,114.64,1850.0,2455.0,195.0,10191.0,74.0
293,8480727,2023,2023-06-28,547.44904,59.0,60575.0,1269.0,8.4,0.44,0.56,0.41,0.5,0.41,0.52,283.0,60.74,3.52,3.8,16.92,1.99,36.65,25.13,3.48,3.58,3.54,4.0,3.0,64.0,24.0,51.0,139.0,12.0,5.0,4.0,1.0,22.0,3.0,24.0,30.0,59.0,83.0,14.0,31.0,0.0,90.0,24.0,25.0,78.0,6.0,4.0,1.65,0.72,1.15,3.0,1.0,1.0,143.23,88.0,90.32,19.0,0.76,0.48,1.21,3.07,3.13,3.08,1269.0,75.0,191.0,171.0,832.0,178.0,205.0,146.0,740.0,0.0,0.0,155251.0,31.0,15.0,6.0,97.0,408.76,39.61,38.92,40.6,39.9,415.0,148.0,215.0,778.0,43.0,28.0,3.0,399.0,125.0,39.0,11.77,15.93,11.91,15.0,20.0,8.0,802.36,563.0,579.21,5.78,5.37,5.37,39.96,40.97,40.47,574.47,50.47,48.49,49.69,47.77,555.0,240.0,318.0,1113.0,44.0,55.0,7.0,602.0,142.0,51.0,17.36,16.9,16.21,15.0,16.0,13.0,1087.88,795.0,780.39,8.72,10.67,10.67,48.51,47.75,46.71,154.31,122.73,2626.0,2604.0,209.0,9708.0,74.0
294,8478499,2023,2023-06-28,553.63293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0,9909.0,78.0
295,8481520,2023,2023-06-28,531.5378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,8482484,2023,2023-06-28,531.5378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,8480840,2023,2023-06-28,531.5378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,8473994,2023,2023-06-28,630.5277,82.0,77655.0,1812.0,72.55,0.61,0.52,0.56,0.5,0.54,0.5,515.0,190.28,28.32,14.12,41.26,6.49,96.51,65.3,26.11,28.55,26.33,22.0,23.0,190.0,62.0,78.0,330.0,78.0,33.0,17.0,7.0,24.0,6.0,103.0,69.0,157.0,219.0,14.0,34.0,520.0,97.0,55.0,48.0,138.0,74.0,40.0,4.22,8.97,15.13,9.0,10.0,14.0,336.64,252.0,256.39,17.0,3.37,3.41,10.14,21.54,21.76,21.03,1812.0,395.0,203.0,249.0,965.0,149.0,247.0,275.0,1141.0,520.0,345.0,221930.0,34.0,46.0,21.0,38.0,794.68,95.69,89.91,96.33,90.52,792.0,299.0,412.0,1503.0,122.0,89.0,17.0,730.0,249.0,112.0,21.64,30.55,43.51,40.0,39.0,43.0,1519.59,1091.0,1101.97,14.51,20.25,20.58,89.61,90.24,86.84,664.7,62.33,60.31,61.87,59.87,674.0,248.0,254.0,1176.0,57.0,61.0,12.0,683.0,171.0,68.0,18.76,20.58,22.99,16.0,21.0,20.0,1161.87,922.0,913.38,9.55,12.99,12.91,58.98,58.57,57.69,181.9,165.26,3483.0,3423.0,205.0,12398.0,74.0
299,8481712,2023,2023-06-28,560.8901,6.0,3493.0,78.0,0.83,0.45,0.52,0.49,0.5,0.47,0.49,65.0,7.1,0.7,0.47,2.02,0.3,3.12,2.4,0.7,0.73,0.72,0.0,0.0,7.0,2.0,3.0,12.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,2.0,6.0,8.0,0.0,0.0,0.0,7.0,3.0,5.0,6.0,2.0,1.0,0.18,0.26,0.26,0.0,0.0,1.0,12.5,9.0,9.36,4.0,0.1,0.24,0.03,0.77,0.8,0.79,78.0,16.0,6.0,13.0,43.0,15.0,15.0,8.0,40.0,0.0,0.0,18630.0,0.0,0.0,0.0,2.0,28.4,2.67,2.62,2.79,2.75,31.0,9.0,15.0,55.0,1.0,3.0,0.0,30.0,6.0,4.0,0.93,0.77,0.97,0.0,0.0,1.0,57.56,40.0,41.5,0.41,0.53,0.53,2.55,2.66,2.62,33.47,3.26,3.18,3.18,3.11,34.0,11.0,13.0,58.0,3.0,4.0,1.0,30.0,12.0,3.0,0.84,1.47,0.94,0.0,2.0,1.0,56.7,45.0,43.98,0.51,0.8,0.8,2.96,2.9,2.86,18.08,16.8,294.0,298.0,200.0,8428.0,72.0
300,8482145,2023,2023-06-28,531.5378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,8474149,2023,2023-06-28,584.42267,73.0,64491.0,1340.0,31.11,0.51,0.45,0.52,0.47,0.51,0.47,555.0,114.51,13.26,8.63,24.98,3.76,58.58,42.79,12.83,13.05,12.63,15.0,11.0,110.0,42.0,52.0,204.0,33.0,7.0,11.0,2.0,20.0,4.0,54.0,56.0,103.0,145.0,9.0,18.0,2.0,33.0,21.0,32.0,94.0,39.0,19.0,2.93,5.12,5.21,2.0,1.0,4.0,203.15,152.0,150.14,19.0,1.9,2.4,3.2,11.97,11.83,11.6,1340.0,185.0,125.0,208.0,822.0,206.0,215.0,184.0,735.0,2.0,6.0,201474.0,18.0,18.0,9.0,43.0,559.8,58.87,55.91,58.59,55.64,564.0,199.0,280.0,1043.0,56.0,57.0,10.0,531.0,161.0,71.0,16.41,19.86,22.6,17.0,20.0,19.0,1043.71,763.0,761.32,9.01,13.01,13.01,54.87,54.78,53.42,541.1,57.42,53.65,57.62,53.83,552.0,189.0,224.0,965.0,55.0,57.0,9.0,522.0,147.0,72.0,15.5,18.99,22.94,15.0,16.0,24.0,967.34,741.0,743.08,7.75,13.02,13.02,52.16,52.41,50.96,157.52,189.24,2962.0,3308.0,185.0,12526.0,71.0
302,8476889,2023,2023-06-28,544.049,81.0,66682.0,1545.0,27.16,0.49,0.56,0.47,0.54,0.47,0.53,672.0,88.38,11.97,6.73,20.19,3.32,44.49,33.29,11.09,12.29,11.39,6.0,3.0,88.0,32.0,21.0,141.0,20.0,11.0,9.0,4.0,14.0,2.0,42.0,42.0,77.0,109.0,18.0,39.0,309.0,89.0,26.0,18.0,70.0,29.0,21.0,2.6,3.61,5.76,3.0,3.0,5.0,146.57,120.0,123.88,6.0,1.45,2.23,3.79,9.63,9.83,9.65,1545.0,119.0,287.0,209.0,930.0,214.0,190.0,164.0,977.0,309.0,243.0,229303.0,39.0,23.0,11.0,69.0,472.47,44.68,42.04,45.51,42.84,476.0,187.0,258.0,921.0,37.0,45.0,7.0,504.0,107.0,52.0,14.37,13.14,17.17,12.0,11.0,14.0,945.25,663.0,676.3,6.43,8.89,8.65,42.45,43.13,41.6,544.69,47.35,45.43,47.23,45.31,548.0,205.0,293.0,1046.0,35.0,46.0,3.0,560.0,143.0,50.0,14.42,17.11,15.82,9.0,15.0,11.0,1030.29,753.0,745.19,8.74,8.08,8.08,48.01,47.83,46.49,229.5,176.85,4007.0,3471.0,220.0,10762.0,75.0
303,8478449,2023,2023-06-28,648.7414,73.0,76903.0,1699.0,81.34,0.67,0.49,0.61,0.48,0.61,0.47,262.0,188.94,28.69,13.96,39.48,6.25,98.14,65.46,27.36,28.99,27.66,24.0,14.0,184.0,68.0,64.0,316.0,75.0,37.0,16.0,5.0,28.0,8.0,79.0,84.0,147.0,215.0,15.0,30.0,249.0,47.0,26.0,38.0,146.0,72.0,34.0,5.73,9.36,13.6,12.0,14.0,11.0,322.91,252.0,257.02,12.0,3.28,5.2,5.29,26.68,27.0,26.34,1699.0,338.0,157.0,270.0,934.0,185.0,197.0,271.0,1046.0,249.0,230.0,189906.0,30.0,34.0,16.0,45.0,858.7,108.87,102.86,109.66,103.63,862.0,318.0,438.0,1618.0,124.0,95.0,22.0,786.0,269.0,125.0,24.33,33.1,51.44,37.0,39.0,48.0,1635.35,1180.0,1189.71,15.19,23.18,23.62,100.43,101.2,97.88,548.28,54.07,52.68,54.15,52.75,544.0,218.0,270.0,1032.0,54.0,41.0,6.0,568.0,136.0,58.0,17.03,16.51,20.52,13.0,21.0,20.0,1030.25,762.0,762.3,7.86,9.06,8.64,53.3,53.34,52.48,142.57,148.1,2854.0,3033.0,215.0,9719.0,75.0
304,8482740,2023,2023-06-28,588.70044,82.0,76170.0,1636.0,41.25,0.55,0.55,0.53,0.52,0.51,0.51,500.0,156.71,19.87,11.37,34.9,5.16,77.5,58.2,19.04,19.99,19.16,10.0,7.0,160.0,47.0,74.0,281.0,41.0,24.0,23.0,5.0,25.0,5.0,56.0,74.0,136.0,183.0,10.0,20.0,145.0,22.0,47.0,55.0,123.0,62.0,22.0,4.57,8.09,7.21,5.0,8.0,11.0,284.27,207.0,208.9,18.0,2.5,5.28,4.78,17.59,17.79,17.34,1636.0,231.0,134.0,223.0,1048.0,239.0,251.0,212.0,934.0,145.0,190.0,223415.0,20.0,10.0,5.0,31.0,699.08,68.81,64.81,69.45,65.44,691.0,264.0,347.0,1302.0,68.0,80.0,7.0,684.0,200.0,71.0,19.68,25.17,23.95,28.0,22.0,18.0,1319.57,955.0,966.31,10.76,15.87,16.06,63.51,64.19,61.71,657.34,56.56,54.55,56.1,54.11,652.0,263.0,257.0,1172.0,54.0,57.0,14.0,693.0,168.0,54.0,19.05,20.37,17.14,21.0,18.0,15.0,1157.41,915.0,906.6,8.68,13.07,13.15,52.09,51.7,51.17,208.78,171.05,3684.0,3427.0,185.0,7350.0,73.0
305,8478975,2023,2023-06-28,574.4259,68.0,64079.0,1361.0,31.5,0.57,0.55,0.53,0.51,0.53,0.5,371.0,154.57,18.81,10.71,33.82,5.16,82.28,59.22,18.2,19.11,18.49,13.0,6.0,148.0,62.0,54.0,264.0,31.0,12.0,18.0,1.0,23.0,9.0,54.0,94.0,136.0,198.0,27.0,60.0,10.0,88.0,38.0,41.0,142.0,45.0,23.0,4.42,5.69,8.69,5.0,3.0,4.0,270.51,210.0,214.0,10.0,2.36,3.63,3.95,17.23,17.55,17.22,1361.0,199.0,139.0,191.0,832.0,224.0,194.0,188.0,755.0,10.0,15.0,184407.0,60.0,60.0,26.0,39.0,602.33,58.59,56.2,59.47,57.04,586.0,250.0,275.0,1111.0,47.0,57.0,2.0,623.0,151.0,62.0,18.02,18.83,21.75,18.0,12.0,17.0,1133.33,836.0,848.95,8.88,10.9,10.6,56.88,57.7,56.53,535.91,43.64,42.47,43.2,42.05,549.0,189.0,252.0,990.0,44.0,39.0,5.0,552.0,152.0,34.0,15.61,18.72,9.3,17.0,19.0,8.0,976.72,738.0,730.79,7.17,7.31,7.39,43.41,42.94,42.33,178.75,148.11,3099.0,2926.0,,,
306,8480027,2023,2023-06-28,659.1699,82.0,92687.0,1815.0,119.72,0.68,0.47,0.63,0.46,0.63,0.46,161.0,299.08,30.92,21.78,69.83,10.0,168.11,111.36,29.57,31.14,29.77,39.0,24.0,313.0,99.0,153.0,565.0,109.0,46.0,30.0,8.0,51.0,5.0,156.0,124.0,267.0,366.0,10.0,20.0,0.0,57.0,62.0,66.0,301.0,81.0,30.0,9.28,9.66,11.97,16.0,17.0,13.0,571.37,412.0,414.85,12.0,5.12,5.74,6.16,29.88,30.07,28.99,1815.0,358.0,142.0,298.0,1017.0,234.0,250.0,315.0,1016.0,0.0,1.0,206898.0,20.0,24.0,11.0,19.0,1060.09,127.39,120.73,128.34,121.65,1064.0,399.0,555.0,2018.0,143.0,120.0,22.0,992.0,330.0,141.0,30.51,40.04,56.84,45.0,47.0,51.0,2043.43,1463.0,1476.55,18.58,27.39,26.87,119.1,120.06,116.44,630.29,59.35,57.8,59.33,57.77,621.0,251.0,299.0,1171.0,53.0,42.0,8.0,654.0,157.0,61.0,19.73,19.39,20.23,15.0,20.0,18.0,1166.15,872.0,870.96,8.55,8.59,8.59,59.3,59.15,58.34,150.21,168.26,2968.0,3428.0,210.0,8742.0,75.0
307,8475794,2023,2023-06-28,626.0076,76.0,75776.0,1665.0,56.04,0.58,0.54,0.56,0.51,0.56,0.5,319.0,184.88,24.02,12.8,40.39,6.17,99.72,70.9,22.83,24.3,23.1,15.0,14.0,189.0,65.0,49.0,303.0,50.0,21.0,13.0,1.0,37.0,8.0,81.0,94.0,168.0,233.0,12.0,24.0,476.0,84.0,28.0,33.0,171.0,56.0,27.0,6.52,6.94,10.57,5.0,6.0,10.0,306.86,254.0,255.78,10.0,2.87,2.31,3.63,23.27,23.48,22.54,1665.0,219.0,213.0,219.0,1014.0,226.0,207.0,234.0,998.0,476.0,394.0,201604.0,24.0,26.0,13.0,23.0,733.77,80.11,76.54,81.06,77.47,733.0,285.0,349.0,1367.0,70.0,71.0,6.0,745.0,184.0,89.0,22.48,23.0,34.62,19.0,21.0,30.0,1391.16,1018.0,1030.66,11.4,13.58,13.37,78.14,79.05,76.53,580.54,57.37,55.48,57.1,55.22,587.0,218.0,277.0,1082.0,64.0,44.0,4.0,571.0,177.0,57.0,16.1,21.86,19.41,18.0,27.0,19.0,1075.08,805.0,802.13,8.69,7.72,7.72,58.34,58.0,56.79,180.51,151.41,3290.0,3194.0,200.0,11471.0,73.0
308,8482702,2023,2023-06-28,531.5378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,8483425,2023,2023-06-28,531.5378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
