,playerId,action_season,action_date,prediction,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,weight,age_in_days,height_inches
149,8477989,2023,2023-06-28,564.76385,64.0,64745.0,1341.0,18.22,0.4,0.42,0.43,0.46,0.41,0.46,294.0,86.95,12.31,7.56,18.53,2.85,44.23,29.53,11.46,12.29,11.45,6.0,12.0,88.0,27.0,29.0,144.0,28.0,10.0,10.0,2.0,15.0,2.0,35.0,43.0,78.0,105.0,3.0,6.0,477.0,13.0,20.0,34.0,61.0,35.0,19.0,2.14,4.56,5.61,0.0,5.0,5.0,142.24,115.0,114.0,25.0,1.81,1.89,2.75,11.36,11.35,10.87,1341.0,180.0,257.0,211.0,693.0,184.0,157.0,202.0,798.0,477.0,440.0,168272.0,6.0,12.0,6.0,66.0,461.31,52.26,49.17,52.06,49.02,459.0,171.0,284.0,914.0,43.0,46.0,9.0,425.0,142.0,63.0,12.61,17.01,22.64,8.0,15.0,20.0,905.96,630.0,626.71,7.51,11.98,12.15,47.63,47.58,45.87,658.81,79.62,74.21,79.95,74.53,633.0,275.0,318.0,1226.0,69.0,82.0,17.0,623.0,181.0,104.0,19.15,22.6,37.88,11.0,20.0,38.0,1236.48,908.0,912.24,11.48,19.92,20.23,70.88,71.19,67.82,121.91,167.68,2411.0,2852.0,195.0,10008.0,72.0
150,8478133,2023,2023-06-28,563.492,54.0,46948.0,1006.0,14.59,0.34,0.43,0.38,0.49,0.38,0.48,397.0,55.36,6.8,3.37,11.77,1.71,25.56,22.8,6.61,6.72,6.53,13.0,4.0,55.0,17.0,35.0,107.0,19.0,2.0,4.0,0.0,16.0,1.0,11.0,38.0,53.0,70.0,10.0,28.0,338.0,27.0,19.0,29.0,44.0,21.0,7.0,1.37,2.96,2.47,1.0,0.0,1.0,105.59,72.0,71.26,19.0,0.72,0.82,1.44,6.08,6.03,6.0,1006.0,95.0,236.0,143.0,532.0,121.0,145.0,128.0,612.0,338.0,312.0,149501.0,28.0,34.0,14.0,41.0,290.38,26.99,26.14,26.74,25.88,299.0,101.0,173.0,573.0,25.0,26.0,4.0,287.0,90.0,23.0,8.45,11.96,6.58,9.0,10.0,6.0,561.35,400.0,392.58,4.1,4.57,4.44,26.64,26.33,25.97,482.56,51.95,47.33,52.41,47.78,474.0,192.0,283.0,949.0,51.0,50.0,2.0,466.0,137.0,63.0,13.26,16.93,21.76,18.0,22.0,11.0,965.73,666.0,677.65,8.51,11.44,11.44,49.03,49.53,46.49,114.82,152.91,2255.0,2370.0,181.0,9887.0,73.0
151,8475848,2023,2023-06-28,607.1862,37.0,31705.0,630.0,16.58,0.48,0.39,0.54,0.44,0.54,0.44,282.0,91.42,10.7,6.57,19.48,2.96,48.53,35.75,10.51,10.61,10.42,5.0,1.0,93.0,31.0,53.0,177.0,14.0,8.0,8.0,1.0,18.0,3.0,40.0,47.0,85.0,116.0,16.0,35.0,6.0,18.0,5.0,17.0,78.0,36.0,10.0,2.49,4.43,3.78,3.0,3.0,2.0,175.31,124.0,122.99,8.0,1.42,2.11,1.7,10.42,10.36,10.22,630.0,93.0,60.0,111.0,366.0,82.0,75.0,90.0,383.0,6.0,11.0,103052.0,35.0,27.0,12.0,13.0,262.56,26.14,25.37,25.97,25.21,260.0,100.0,155.0,515.0,25.0,17.0,5.0,257.0,76.0,27.0,7.91,9.31,8.91,11.0,5.0,9.0,509.1,360.0,356.27,4.07,4.45,4.45,25.75,25.55,25.14,223.04,28.64,27.94,28.84,28.12,211.0,99.0,135.0,445.0,27.0,21.0,5.0,222.0,55.0,33.0,7.26,7.39,13.99,5.0,10.0,12.0,453.39,310.0,314.39,3.13,4.93,4.93,26.84,26.99,26.61,71.35,112.28,1449.0,1816.0,184.0,11375.0,69.0
152,8481093,2023,2023-06-28,590.15717,34.0,35148.0,686.0,18.44,0.46,0.4,0.46,0.43,0.46,0.43,156.0,58.56,10.04,5.14,11.74,2.16,28.05,20.87,9.65,9.97,9.59,4.0,2.0,58.0,20.0,20.0,98.0,20.0,14.0,4.0,3.0,11.0,2.0,26.0,21.0,44.0,64.0,5.0,10.0,0.0,57.0,11.0,17.0,26.0,39.0,13.0,0.89,4.94,4.21,1.0,8.0,5.0,97.1,78.0,77.61,6.0,1.28,0.98,3.01,8.31,8.3,8.14,686.0,116.0,94.0,100.0,376.0,81.0,93.0,107.0,405.0,0.0,1.0,88720.0,10.0,22.0,11.0,56.0,268.65,30.62,29.42,30.49,29.3,273.0,97.0,155.0,525.0,41.0,29.0,5.0,241.0,96.0,33.0,7.05,11.95,11.62,10.0,19.0,12.0,521.28,370.0,368.73,4.7,5.44,5.44,29.88,29.78,28.92,310.81,35.77,33.9,36.17,34.29,318.0,110.0,177.0,605.0,39.0,30.0,11.0,299.0,88.0,41.0,9.14,10.76,15.86,10.0,10.0,19.0,614.4,428.0,433.53,4.82,8.87,8.87,31.72,32.05,31.01,63.45,94.48,1210.0,1580.0,182.0,8939.0,69.0
153,8481618,2023,2023-06-28,593.016,82.0,68649.0,1503.0,32.18,0.54,0.51,0.54,0.52,0.53,0.52,605.0,102.73,14.0,8.12,22.27,3.46,55.06,38.1,13.55,14.2,13.74,9.0,7.0,116.0,25.0,51.0,192.0,30.0,14.0,9.0,3.0,30.0,3.0,28.0,57.0,102.0,127.0,11.0,22.0,208.0,60.0,26.0,20.0,76.0,47.0,18.0,2.82,5.56,5.61,4.0,5.0,5.0,195.48,141.0,143.28,7.0,1.8,2.94,3.94,11.86,11.97,11.79,1503.0,187.0,153.0,191.0,972.0,240.0,191.0,192.0,880.0,208.0,295.0,231157.0,22.0,14.0,7.0,26.0,560.45,55.18,52.69,55.98,53.47,603.0,178.0,325.0,1106.0,55.0,49.0,6.0,560.0,168.0,53.0,17.49,20.44,17.24,21.0,21.0,13.0,1124.23,781.0,792.28,8.8,11.95,11.95,52.03,52.65,51.31,501.35,47.8,45.86,47.65,45.73,513.0,184.0,229.0,926.0,45.0,53.0,6.0,505.0,143.0,49.0,14.62,17.06,16.11,21.0,12.0,12.0,917.74,697.0,694.98,7.08,10.67,10.67,44.21,44.11,43.33,208.22,198.03,3898.0,3599.0,190.0,8186.0,70.0
154,8479543,2023,2023-06-28,550.06836,63.0,35239.0,794.0,8.61,0.45,0.42,0.41,0.45,0.43,0.45,705.0,64.03,7.03,4.42,14.11,2.13,33.7,26.62,6.86,6.99,6.81,8.0,0.0,70.0,18.0,27.0,115.0,15.0,7.0,11.0,1.0,18.0,2.0,24.0,26.0,63.0,81.0,25.0,77.0,8.0,239.0,4.0,17.0,54.0,27.0,7.0,1.72,3.59,1.72,1.0,5.0,1.0,113.56,88.0,86.83,9.0,0.93,2.21,1.12,6.85,6.79,6.75,794.0,66.0,76.0,117.0,535.0,136.0,126.0,120.0,412.0,8.0,12.0,193942.0,77.0,63.0,18.0,28.0,233.03,22.68,21.88,22.22,21.45,246.0,76.0,120.0,442.0,27.0,26.0,6.0,232.0,61.0,29.0,6.65,7.97,8.06,11.0,9.0,7.0,435.18,322.0,318.05,3.27,5.87,5.87,20.07,19.81,19.65,313.1,27.23,26.57,27.7,27.03,315.0,118.0,193.0,626.0,33.0,21.0,1.0,314.0,96.0,23.0,9.33,11.78,6.12,16.0,15.0,2.0,641.19,433.0,443.01,4.63,3.37,3.37,28.5,28.94,28.45,150.07,211.32,2766.0,3361.0,216.0,9238.0,73.0
155,8483515,2023,2023-06-28,558.0088,39.0,28584.0,572.0,5.8,0.43,0.41,0.49,0.44,0.48,0.44,389.0,44.01,4.43,2.98,10.28,1.49,24.2,17.62,4.24,4.34,4.17,2.0,4.0,42.0,19.0,31.0,92.0,10.0,4.0,4.0,0.0,7.0,2.0,24.0,20.0,38.0,57.0,10.0,23.0,5.0,53.0,12.0,13.0,47.0,10.0,4.0,1.69,1.27,1.48,3.0,0.0,1.0,90.57,61.0,60.12,4.0,0.65,1.21,0.93,4.15,4.13,4.08,572.0,88.0,60.0,74.0,350.0,106.0,93.0,84.0,289.0,5.0,5.0,113502.0,23.0,10.0,5.0,24.0,215.5,18.27,17.59,18.11,17.47,216.0,84.0,137.0,437.0,13.0,15.0,2.0,232.0,49.0,19.0,6.92,5.85,5.49,6.0,3.0,4.0,429.88,300.0,296.69,3.21,2.84,2.84,18.64,18.56,18.19,236.06,24.48,23.6,24.52,23.66,229.0,94.0,126.0,449.0,23.0,23.0,3.0,221.0,70.0,32.0,6.65,8.65,9.18,5.0,7.0,11.0,458.23,323.0,327.9,3.47,4.48,4.48,23.47,23.58,23.27,85.09,124.02,1589.0,2020.0,238.0,7029.0,75.0
156,8480018,2023,2023-06-28,599.56433,82.0,103790.0,1849.0,52.7,0.44,0.4,0.49,0.42,0.49,0.42,107.0,161.52,18.09,12.02,35.49,5.34,84.7,61.36,17.3,17.92,17.15,25.0,15.0,162.0,55.0,77.0,294.0,66.0,26.0,17.0,2.0,32.0,3.0,58.0,81.0,136.0,191.0,10.0,23.0,663.0,50.0,42.0,52.0,146.0,49.0,22.0,4.65,6.08,7.36,7.0,12.0,7.0,292.48,217.0,215.59,26.0,2.8,4.03,3.26,17.63,17.54,17.19,1849.0,347.0,292.0,321.0,889.0,221.0,235.0,325.0,1068.0,663.0,738.0,194627.0,23.0,48.0,25.0,56.0,859.95,86.16,81.43,85.65,80.97,851.0,330.0,428.0,1609.0,103.0,75.0,11.0,835.0,251.0,95.0,24.04,30.39,31.73,28.0,46.0,29.0,1594.69,1181.0,1173.06,14.71,14.62,14.67,86.18,85.86,83.09,882.13,111.47,105.82,112.68,107.02,890.0,318.0,436.0,1644.0,110.0,95.0,16.0,793.0,275.0,140.0,24.73,33.88,52.85,22.0,42.0,46.0,1675.17,1208.0,1225.97,14.34,22.53,22.53,103.28,104.24,101.37,133.35,203.05,2604.0,3563.0,201.0,8723.0,71.0
157,8482087,2023,2023-06-28,551.00037,44.0,54162.0,1053.0,8.2,0.35,0.43,0.4,0.48,0.39,0.48,119.0,45.95,2.3,2.72,12.0,1.46,25.93,20.59,2.23,2.31,2.23,9.0,5.0,48.0,17.0,42.0,107.0,18.0,4.0,2.0,0.0,7.0,2.0,20.0,30.0,44.0,61.0,12.0,27.0,0.0,84.0,23.0,51.0,57.0,8.0,0.0,1.46,0.84,0.0,3.0,1.0,0.0,105.79,65.0,64.31,45.0,0.58,0.3,0.07,2.8,2.8,2.72,1053.0,88.0,158.0,200.0,607.0,111.0,120.0,141.0,681.0,0.0,0.0,106287.0,27.0,23.0,10.0,77.0,346.08,32.77,31.85,32.55,31.66,344.0,128.0,190.0,662.0,33.0,25.0,5.0,337.0,106.0,29.0,9.96,13.34,9.46,13.0,13.0,7.0,655.16,472.0,467.44,5.1,4.87,4.87,32.99,32.93,32.49,537.41,60.13,55.12,60.51,55.5,539.0,200.0,260.0,999.0,71.0,55.0,9.0,503.0,168.0,68.0,15.92,20.21,24.0,14.0,34.0,23.0,1010.39,739.0,744.9,8.88,14.04,14.04,54.97,55.22,52.81,83.26,111.66,1610.0,1748.0,205.0,7831.0,74.0
158,8480887,2023,2023-06-28,570.8304,65.0,72744.0,1378.0,14.75,0.45,0.4,0.45,0.44,0.45,0.44,232.0,66.26,3.88,3.95,16.87,2.2,38.94,29.16,3.79,3.82,3.74,5.0,8.0,70.0,25.0,63.0,158.0,17.0,4.0,5.0,1.0,19.0,1.0,26.0,40.0,66.0,91.0,13.0,26.0,0.0,53.0,18.0,29.0,80.0,14.0,1.0,1.95,1.72,0.21,2.0,2.0,0.0,155.21,95.0,94.16,24.0,0.82,1.71,0.72,3.98,3.93,3.87,1378.0,93.0,147.0,185.0,953.0,210.0,206.0,185.0,777.0,0.0,0.0,163573.0,26.0,20.0,10.0,98.0,530.02,53.61,51.61,53.07,51.09,533.0,189.0,296.0,1018.0,51.0,54.0,10.0,498.0,162.0,62.0,15.03,20.05,18.53,17.0,21.0,13.0,1003.37,722.0,714.12,7.51,14.0,14.0,47.12,46.57,45.95,646.35,65.33,61.21,66.52,62.34,666.0,226.0,331.0,1223.0,61.0,59.0,9.0,635.0,184.0,73.0,19.33,23.21,22.79,18.0,27.0,16.0,1251.39,892.0,909.01,9.7,13.17,13.17,61.86,62.86,59.66,120.39,183.73,2337.0,2919.0,179.0,8391.0,71.0
159,8483457,2023,2023-06-28,531.5378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,8476875,2023,2023-06-28,576.03644,48.0,70421.0,1136.0,30.5,0.43,0.4,0.47,0.42,0.48,0.42,65.0,114.99,6.62,7.97,29.04,3.58,72.37,47.42,6.41,6.56,6.36,18.0,8.0,126.0,41.0,85.0,252.0,34.0,8.0,17.0,2.0,29.0,2.0,54.0,57.0,118.0,159.0,14.0,33.0,0.0,53.0,42.0,73.0,148.0,16.0,3.0,3.59,1.83,1.19,3.0,3.0,2.0,248.68,167.0,166.02,64.0,1.77,3.03,0.77,7.62,7.56,7.37,1136.0,155.0,172.0,181.0,628.0,108.0,133.0,196.0,699.0,0.0,0.0,104460.0,33.0,23.0,10.0,80.0,540.67,56.53,54.2,56.48,54.15,532.0,223.0,277.0,1032.0,63.0,54.0,8.0,535.0,152.0,68.0,15.58,18.25,22.71,17.0,22.0,24.0,1022.71,755.0,750.23,8.93,10.64,10.0,55.45,55.44,54.04,604.27,74.32,70.47,74.67,70.81,590.0,240.0,314.0,1144.0,66.0,61.0,11.0,551.0,188.0,91.0,16.25,24.12,33.94,11.0,25.0,30.0,1159.53,830.0,836.99,9.99,14.55,14.55,69.76,70.05,68.21,71.34,107.18,1390.0,1889.0,193.0,10713.0,74.0
161,8475233,2023,2023-06-28,523.66437,62.0,83280.0,1463.0,5.92,0.35,0.47,0.36,0.51,0.37,0.5,123.0,57.85,3.02,3.38,14.62,1.88,32.98,26.11,2.97,3.02,2.97,6.0,11.0,63.0,19.0,41.0,123.0,20.0,3.0,3.0,0.0,14.0,0.0,35.0,27.0,60.0,79.0,10.0,20.0,0.0,61.0,15.0,61.0,70.0,10.0,2.0,1.54,1.04,0.44,1.0,1.0,1.0,121.8,82.0,81.12,57.0,0.69,0.56,0.11,3.6,3.6,3.54,1463.0,104.0,284.0,259.0,816.0,199.0,143.0,233.0,888.0,0.0,0.0,142645.0,20.0,14.0,7.0,176.0,550.36,55.45,53.45,55.28,53.3,545.0,205.0,240.0,990.0,48.0,47.0,11.0,535.0,154.0,61.0,16.52,18.87,20.06,14.0,18.0,16.0,981.26,750.0,745.56,7.76,10.97,11.49,51.72,51.6,50.89,928.98,103.73,94.91,104.5,95.68,905.0,368.0,502.0,1775.0,94.0,97.0,16.0,892.0,253.0,128.0,27.92,30.45,45.37,22.0,32.0,40.0,1799.55,1273.0,1287.89,16.13,22.72,22.72,97.14,97.83,92.37,115.79,131.02,2245.0,2191.0,227.0,11937.0,74.0
162,8482964,2023,2023-06-28,541.8117,51.0,46728.0,945.0,10.08,0.39,0.41,0.47,0.44,0.47,0.44,258.0,69.53,2.88,3.98,20.38,2.39,42.63,30.73,2.81,2.85,2.78,5.0,3.0,75.0,28.0,66.0,169.0,13.0,5.0,6.0,0.0,21.0,0.0,34.0,37.0,70.0,98.0,28.0,81.0,0.0,159.0,14.0,38.0,99.0,2.0,2.0,1.98,0.18,0.72,3.0,0.0,2.0,165.1,103.0,101.2,35.0,0.85,1.34,0.06,3.67,3.63,3.55,945.0,101.0,65.0,155.0,624.0,124.0,163.0,112.0,546.0,0.0,0.0,139189.0,81.0,57.0,15.0,46.0,368.61,30.57,29.79,30.22,29.45,383.0,126.0,195.0,704.0,29.0,26.0,6.0,388.0,95.0,26.0,10.85,11.79,7.93,11.0,8.0,10.0,692.37,509.0,502.8,5.08,5.56,5.6,30.06,29.79,29.4,425.87,46.89,44.76,47.56,45.43,428.0,151.0,202.0,781.0,38.0,48.0,8.0,387.0,129.0,63.0,11.9,16.64,18.36,13.0,11.0,14.0,799.61,579.0,590.62,6.38,11.25,11.25,42.02,42.71,42.07,109.6,155.33,1960.0,2468.0,238.0,8184.0,76.0
163,8478470,2023,2023-06-28,559.51227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,9737.0,75.0
164,8480051,2023,2023-06-28,559.51227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,8722.0,75.0
165,8473563,2023,2023-06-28,621.1969,39.0,39495.0,773.0,14.86,0.52,0.44,0.55,0.46,0.54,0.46,182.0,59.6,9.8,4.52,12.53,1.87,31.17,20.11,8.01,9.64,7.93,8.0,6.0,59.0,21.0,38.0,118.0,21.0,7.0,8.0,1.0,13.0,1.0,32.0,19.0,52.0,73.0,7.0,14.0,259.0,24.0,16.0,22.0,41.0,24.0,15.0,1.37,2.95,5.49,1.0,2.0,4.0,116.38,80.0,79.18,8.0,1.06,2.5,3.63,7.23,7.2,6.81,773.0,163.0,80.0,136.0,394.0,93.0,109.0,126.0,445.0,259.0,255.0,102903.0,14.0,6.0,3.0,23.0,355.19,41.53,37.39,41.28,37.23,359.0,133.0,201.0,693.0,35.0,36.0,4.0,329.0,111.0,52.0,8.91,13.2,19.43,8.0,13.0,14.0,686.61,492.0,487.97,6.06,10.3,10.3,37.29,37.18,35.38,299.53,38.01,35.4,38.13,35.53,281.0,135.0,145.0,561.0,43.0,18.0,4.0,292.0,84.0,40.0,8.57,10.21,19.23,15.0,13.0,15.0,569.16,416.0,420.67,3.96,4.33,4.33,37.65,37.84,36.14,80.43,103.5,1566.0,1836.0,210.0,13001.0,73.0
166,8475343,2023,2023-06-28,505.79178,65.0,52070.0,1238.0,27.19,0.41,0.52,0.42,0.53,0.44,0.52,532.0,61.9,7.84,4.54,12.69,2.05,31.79,25.08,7.55,7.93,7.62,8.0,4.0,62.0,22.0,24.0,108.0,25.0,13.0,7.0,5.0,9.0,5.0,27.0,23.0,49.0,71.0,12.0,26.0,433.0,136.0,28.0,34.0,46.0,29.0,9.0,1.86,3.56,2.42,5.0,4.0,4.0,108.64,84.0,84.65,17.0,0.96,1.06,2.23,6.57,6.65,6.58,1238.0,52.0,429.0,196.0,561.0,237.0,128.0,174.0,699.0,433.0,419.0,184768.0,26.0,40.0,20.0,61.0,379.05,33.56,32.71,33.7,32.84,377.0,144.0,179.0,700.0,34.0,38.0,7.0,380.0,110.0,31.0,10.95,13.61,9.01,15.0,12.0,7.0,700.42,521.0,521.79,5.01,6.71,6.71,31.86,31.99,31.63,478.7,49.27,47.09,49.59,47.38,457.0,206.0,303.0,966.0,46.0,36.0,7.0,477.0,135.0,51.0,13.53,16.73,19.01,13.0,16.0,17.0,968.58,663.0,665.22,7.95,9.28,9.28,47.95,48.18,46.8,171.0,157.57,3197.0,2847.0,197.0,12085.0,74.0
167,8479400,2023,2023-06-28,611.2415,73.0,80819.0,1609.0,66.35,0.6,0.48,0.6,0.48,0.6,0.48,250.0,228.67,29.91,19.49,48.25,7.87,124.39,78.09,27.96,30.02,28.07,18.0,18.0,205.0,103.0,72.0,380.0,63.0,27.0,24.0,7.0,36.0,5.0,127.0,89.0,178.0,281.0,37.0,77.0,483.0,71.0,40.0,47.0,188.0,85.0,35.0,7.06,10.86,11.99,8.0,11.0,8.0,383.76,308.0,309.79,25.0,4.64,4.71,5.39,29.16,29.27,27.87,1609.0,388.0,160.0,231.0,830.0,210.0,220.0,270.0,909.0,483.0,505.0,183307.0,77.0,77.0,38.0,47.0,886.58,100.58,94.12,100.68,94.24,811.0,426.0,380.0,1617.0,99.0,83.0,15.0,864.0,267.0,106.0,26.99,32.4,41.19,38.0,29.0,32.0,1625.71,1237.0,1243.46,15.98,16.56,16.48,100.08,100.37,95.68,589.1,67.86,65.51,67.81,65.49,609.0,208.0,269.0,1086.0,57.0,49.0,7.0,576.0,168.0,73.0,17.34,21.73,28.78,23.0,14.0,20.0,1082.45,817.0,815.68,8.31,11.62,11.62,64.55,64.47,62.92,139.9,149.44,2723.0,2946.0,207.0,9135.0,75.0
168,8478233,2023,2023-06-28,626.82324,82.0,82763.0,1866.0,65.81,0.58,0.52,0.61,0.55,0.6,0.55,380.0,187.77,24.44,14.91,38.48,6.48,99.6,72.08,23.52,24.62,23.7,17.0,9.0,182.0,74.0,87.0,343.0,43.0,17.0,13.0,3.0,43.0,9.0,88.0,86.0,165.0,239.0,20.0,40.0,5.0,86.0,48.0,32.0,140.0,90.0,26.0,5.62,11.35,7.46,3.0,10.0,4.0,344.19,256.0,256.91,9.0,3.3,2.69,4.56,23.18,23.37,22.99,1866.0,262.0,154.0,252.0,1198.0,287.0,234.0,229.0,1116.0,5.0,9.0,217155.0,40.0,42.0,21.0,26.0,901.39,88.34,84.74,88.86,85.26,887.0,359.0,446.0,1692.0,77.0,90.0,10.0,902.0,249.0,95.0,26.42,30.89,31.04,21.0,30.0,26.0,1701.29,1246.0,1252.62,14.12,18.8,18.67,83.8,84.23,82.45,607.29,64.09,61.46,64.75,62.11,575.0,258.0,259.0,1092.0,61.0,56.0,9.0,585.0,178.0,70.0,18.05,22.08,23.97,20.0,19.0,22.0,1103.36,833.0,842.36,8.77,11.36,11.54,61.32,62.03,60.42,189.86,174.75,3835.0,3101.0,184.0,9946.0,70.0
169,8481580,2023,2023-06-28,544.78937,6.0,3189.0,76.0,-1.89,0.24,0.47,0.3,0.54,0.28,0.54,71.0,1.53,0.16,0.12,0.28,0.05,0.83,0.56,0.16,0.16,0.16,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.02,0.14,0.0,0.0,0.0,0.0,3.87,2.0,1.98,0.0,0.03,0.0,0.0,0.18,0.19,0.19,76.0,13.0,5.0,9.0,49.0,15.0,19.0,10.0,32.0,2.0,1.0,19011.0,5.0,7.0,2.0,3.0,18.43,1.25,1.24,1.25,1.25,20.0,5.0,10.0,35.0,2.0,0.0,0.0,21.0,4.0,0.0,0.73,0.52,0.0,2.0,0.0,0.0,34.22,25.0,24.9,0.25,0.0,0.0,1.5,1.5,1.49,45.09,3.91,3.7,3.89,3.67,47.0,17.0,19.0,83.0,2.0,9.0,2.0,51.0,8.0,5.0,1.46,1.08,1.37,0.0,0.0,2.0,85.39,64.0,64.8,0.63,1.78,1.78,2.76,2.74,2.68,15.66,17.53,311.0,265.0,183.0,8199.0,72.0
