,playerId,name,season_type,situation,action_season,action_date,gamescore_toi
763,8475225,Craig Smith,playoffs,all,2016,2016-06-12,632.0
764,8475227,Chris Wideman,playoffs,all,2016,2016-06-12,576.0
765,8475233,David Savard,playoffs,all,2016,2016-06-12,554.0
766,8475287,Erik Haula,playoffs,all,2016,2016-06-12,658.0
767,8475323,Marcus Kruger,playoffs,all,2016,2016-06-12,542.0
768,8475455,Brenden Dillon,playoffs,all,2016,2016-06-12,536.0
769,8475625,Matt Irwin,playoffs,all,2016,2016-06-12,548.0
770,8475692,Mats Zuccarello,playoffs,all,2016,2016-06-12,600.0
771,8475714,Calle Jarnkrok,playoffs,all,2016,2016-06-12,580.0
772,8475715,Oscar Lindberg,playoffs,all,2016,2016-06-12,682.0
773,8475716,Martin Marincin,playoffs,all,2016,2016-06-12,522.0
774,8475722,Jason Zucker,playoffs,all,2016,2016-06-12,694.0
775,8475727,Ryan Spooner,playoffs,all,2016,2016-06-12,550.0
776,8475744,Evgeny Kuznetsov,playoffs,all,2016,2016-06-12,652.0
777,8475745,Charlie Coyle,playoffs,all,2016,2016-06-12,644.0
778,8475763,Kevin Hayes,playoffs,all,2016,2016-06-12,522.0
779,8475764,Cam Fowler,playoffs,all,2016,2016-06-12,578.0
780,8475765,Vladimir Tarasenko,playoffs,all,2016,2016-06-12,618.0
781,8475766,Austin Watson,playoffs,all,2016,2016-06-12,564.0
782,8475768,Jaden Schwartz,playoffs,all,2016,2016-06-12,632.0
783,8475780,Chris Wagner,playoffs,all,2016,2016-06-12,558.0
784,8475786,Zach Hyman,playoffs,all,2016,2016-06-12,656.0
785,8475792,Brett Connolly,playoffs,all,2016,2016-06-12,580.0
786,8475793,Ryan Johansen,playoffs,all,2016,2016-06-12,658.0
787,8475798,Mikael Granlund,playoffs,all,2016,2016-06-12,624.0
788,8475799,Nino Niederreiter,playoffs,all,2016,2016-06-12,602.0
789,8475810,Bryan Rust,playoffs,all,2016,2016-06-12,590.0
790,8475820,Joonas Donskoi,playoffs,all,2016,2016-06-12,586.0
791,8475832,Tom Kuhnhackl,playoffs,all,2016,2016-06-12,506.0
792,8475834,Marcus Sorensen,playoffs,all,2016,2016-06-12,576.0
793,8475848,Brendan Gallagher,playoffs,all,2016,2016-06-12,610.0
794,8475855,Jesper Fast,playoffs,all,2016,2016-06-12,590.0
795,8475907,Micheal Ferland,playoffs,all,2016,2016-06-12,602.0
796,8475913,Mark Stone,playoffs,all,2016,2016-06-12,592.0
797,8476158,Harry Zolnierczyk,playoffs,all,2016,2016-06-12,574.0
798,8476191,Kevan Miller,playoffs,all,2016,2016-06-12,506.0
799,8476288,Ryan Dzingel,playoffs,all,2016,2016-06-12,562.0
800,8476293,Scott Wilson,playoffs,all,2016,2016-06-12,580.0
801,8476312,Josh Manson,playoffs,all,2016,2016-06-12,558.0
802,8476326,Josh Archibald,playoffs,all,2016,2016-06-12,516.0
803,8476346,Johnny Gaudreau,playoffs,all,2016,2016-06-12,600.0
804,8476368,Fredrik Claesson,playoffs,all,2016,2016-06-12,542.0
805,8476374,Sean Kuraly,playoffs,all,2016,2016-06-12,674.0
806,8476381,Andrew Shaw,playoffs,all,2016,2016-06-12,544.0
807,8476400,Logan Shaw,playoffs,all,2016,2016-06-12,514.0
808,8476419,Jean-Gabriel Pageau,playoffs,all,2016,2016-06-12,616.0
809,8476432,Boone Jenner,playoffs,all,2016,2016-06-12,642.0
810,8476438,Brandon Saad,playoffs,all,2016,2016-06-12,650.0
811,8476441,Joel Edmundson,playoffs,all,2016,2016-06-12,584.0
812,8476447,Miikka Salomaki,playoffs,all,2016,2016-06-12,500.0
813,8476448,William Karlsson,playoffs,all,2016,2016-06-12,632.0
814,8476454,Ryan Nugent-Hopkins,playoffs,all,2016,2016-06-12,578.0
815,8476457,Adam Larsson,playoffs,all,2016,2016-06-12,548.0
816,8476459,Mika Zibanejad,playoffs,all,2016,2016-06-12,626.0
817,8476462,Dougie Hamilton,playoffs,all,2016,2016-06-12,526.0
818,8476463,Jonas Brodin,playoffs,all,2016,2016-06-12,602.0
819,8476468,J.T. Miller,playoffs,all,2016,2016-06-12,544.0
820,8476470,Nathan Beaulieu,playoffs,all,2016,2016-06-12,532.0
821,8476472,Oscar Klefbom,playoffs,all,2016,2016-06-12,578.0
822,8476476,Joe Morrow,playoffs,all,2016,2016-06-12,516.0
823,8476479,Phillip Danault,playoffs,all,2016,2016-06-12,652.0
824,8476483,Rickard Rakell,playoffs,all,2016,2016-06-12,700.0
825,8476525,Colin Miller,playoffs,all,2016,2016-06-12,612.0
826,8476851,Alex Galchenyuk,playoffs,all,2016,2016-06-12,608.0
827,8476853,Morgan Rielly,playoffs,all,2016,2016-06-12,636.0
828,8476854,Hampus Lindholm,playoffs,all,2016,2016-06-12,590.0
829,8476856,Matt Dumba,playoffs,all,2016,2016-06-12,548.0
830,8476857,Pontus Aberg,playoffs,all,2016,2016-06-12,638.0
831,8476866,Nicolas Kerdiles,playoffs,all,2016,2016-06-12,608.0
832,8476869,Brady Skjei,playoffs,all,2016,2016-06-12,584.0
833,8476874,Olli Maatta,playoffs,all,2016,2016-06-12,542.0
834,8476879,Cody Ceci,playoffs,all,2016,2016-06-12,504.0
835,8476880,Tom Wilson,playoffs,all,2016,2016-06-12,602.0
836,8476881,Tomas Hertl,playoffs,all,2016,2016-06-12,576.0
837,8476887,Filip Forsberg,playoffs,all,2016,2016-06-12,690.0
838,8476892,Colton Parayko,playoffs,all,2016,2016-06-12,572.0
839,8476918,Jimmy Vesey,playoffs,all,2016,2016-06-12,600.0
840,8476919,Chris Tierney,playoffs,all,2016,2016-06-12,546.0
841,8476925,Colton Sissons,playoffs,all,2016,2016-06-12,622.0
842,8476941,Connor Carrick,playoffs,all,2016,2016-06-12,510.0
843,8476981,Josh Anderson,playoffs,all,2016,2016-06-12,598.0
844,8476988,Matt Benning,playoffs,all,2016,2016-06-12,538.0
845,8477015,Connor Brown,playoffs,all,2016,2016-06-12,540.0
846,8477213,Tim Schaller,playoffs,all,2016,2016-06-12,566.0
847,8477220,Nate Schmidt,playoffs,all,2016,2016-06-12,664.0
848,8477240,Carter Rowney,playoffs,all,2016,2016-06-12,544.0
849,8477244,Chad Ruhwedel,playoffs,all,2016,2016-06-12,534.0
850,8477402,Pavel Buchnevich,playoffs,all,2016,2016-06-12,562.0
851,8477404,Jake Guentzel,playoffs,all,2016,2016-06-12,630.0
852,8477415,Anton Slepyshev,playoffs,all,2016,2016-06-12,538.0
853,8477416,Oliver Bjorkstrand,playoffs,all,2016,2016-06-12,634.0
854,8477433,Ben Harpur,playoffs,all,2016,2016-06-12,546.0
855,8477444,Andre Burakovsky,playoffs,all,2016,2016-06-12,720.0
856,8477447,Shea Theodore,playoffs,all,2016,2016-06-12,606.0
857,8477451,Ryan Hartman,playoffs,all,2016,2016-06-12,480.0
858,8477476,Artturi Lehkonen,playoffs,all,2016,2016-06-12,696.0
859,8477482,Zach Sanford,playoffs,all,2016,2016-06-12,466.0
860,8477495,Seth Jones,playoffs,all,2016,2016-06-12,580.0
861,8477497,Sean Monahan,playoffs,all,2016,2016-06-12,728.0
862,8477498,Darnell Nurse,playoffs,all,2016,2016-06-12,540.0
863,8477505,Alexander Wennberg,playoffs,all,2016,2016-06-12,582.0
864,8477839,Conor Sheary,playoffs,all,2016,2016-06-12,562.0
865,8477845,Trevor van Riemsdyk,playoffs,all,2016,2016-06-12,550.0
866,8477919,Frederick Gaudreau,playoffs,all,2016,2016-06-12,604.0
867,8477922,Melker Karlsson,playoffs,all,2016,2016-06-12,508.0
868,8477934,Leon Draisaitl,playoffs,all,2016,2016-06-12,672.0
869,8477935,Sam Bennett,playoffs,all,2016,2016-06-12,606.0
870,8477939,William Nylander,playoffs,all,2016,2016-06-12,696.0
871,8477941,Nick Ritchie,playoffs,all,2016,2016-06-12,566.0
872,8477942,Kevin Fiala,playoffs,all,2016,2016-06-12,668.0
873,8477951,Nick Schmaltz,playoffs,all,2016,2016-06-12,438.0
874,8477953,Kasperi Kapanen,playoffs,all,2016,2016-06-12,600.0
875,8477956,David Pastrnak,playoffs,all,2016,2016-06-12,608.0
876,8477964,Ivan Barbashev,playoffs,all,2016,2016-06-12,458.0
877,8477986,Brandon Montour,playoffs,all,2016,2016-06-12,624.0
878,8478042,Viktor Arvidsson,playoffs,all,2016,2016-06-12,640.0
879,8478131,Ondrej Kase,playoffs,all,2016,2016-06-12,616.0
880,8478366,Frank Vatrano,playoffs,all,2016,2016-06-12,570.0
881,8478402,Connor McDavid,playoffs,all,2016,2016-06-12,602.0
882,8478414,Timo Meier,playoffs,all,2016,2016-06-12,580.0
883,8478483,Mitchell Marner,playoffs,all,2016,2016-06-12,564.0
884,8478506,Gabriel Carlsson,playoffs,all,2016,2016-06-12,522.0
885,8478528,Tanner Kero,playoffs,all,2016,2016-06-12,554.0
886,8478550,Artemi Panarin,playoffs,all,2016,2016-06-12,580.0
887,8478569,Noel Acciari,playoffs,all,2016,2016-06-12,512.0
888,8479314,Matthew Tkachuk,playoffs,all,2016,2016-06-12,506.0
889,8479318,Auston Matthews,playoffs,all,2016,2016-06-12,688.0
890,8479325,Charlie McAvoy,playoffs,all,2016,2016-06-12,556.0
891,8479458,Nikita Zaitsev,playoffs,all,2016,2016-06-12,478.0
892,8479465,Drake Caggiula,playoffs,all,2016,2016-06-12,534.0
893,8464989,Matt Cullen,playoffs,all,2017,2017-06-11,532.0
894,8465009,Zdeno Chara,playoffs,all,2017,2017-06-11,548.0
895,8466139,Patrick Marleau,playoffs,all,2017,2017-06-11,618.0
896,8467370,Mike Fisher,playoffs,all,2017,2017-06-11,592.0
897,8467400,Francois Beauchemin,playoffs,all,2017,2017-06-11,524.0
898,8468486,Scott Hartnell,playoffs,all,2017,2017-06-11,452.0
899,8468493,Ron Hainsey,playoffs,all,2017,2017-06-11,478.0
900,8468498,Brooks Orpik,playoffs,all,2017,2017-06-11,548.0
901,8468542,Paul Martin,playoffs,all,2017,2017-06-11,516.0
902,8468611,Matt Hendricks,playoffs,all,2017,2017-06-11,456.0
903,8468674,Deryk Engelland,playoffs,all,2017,2017-06-11,558.0
904,8469459,Mikko Koivu,playoffs,all,2017,2017-06-11,598.0
905,8469521,Tomas Plekanec,playoffs,all,2017,2017-06-11,528.0
906,8470041,Rick Nash,playoffs,all,2017,2017-06-11,630.0
907,8470047,Valtteri Filppula,playoffs,all,2017,2017-06-11,560.0
908,8470543,Chris Kunitz,playoffs,all,2017,2017-06-11,550.0
909,8470595,Eric Staal,playoffs,all,2017,2017-06-11,580.0
910,8470598,Thomas Vanek,playoffs,all,2017,2017-06-11,594.0
911,8470601,Braydon Coburn,playoffs,all,2017,2017-06-11,588.0
912,8470602,Dion Phaneuf,playoffs,all,2017,2017-06-11,534.0
913,8470604,Jeff Carter,playoffs,all,2017,2017-06-11,492.0
914,8470606,Dustin Brown,playoffs,all,2017,2017-06-11,562.0
915,8470611,Eric Fehr,playoffs,all,2017,2017-06-11,600.0
916,8470612,Ryan Getzlaf,playoffs,all,2017,2017-06-11,560.0
917,8470613,Brent Burns,playoffs,all,2017,2017-06-11,598.0
918,8470616,Ryan Kesler,playoffs,all,2017,2017-06-11,638.0
919,8470619,Brian Boyle,playoffs,all,2017,2017-06-11,472.0
920,8470621,Corey Perry,playoffs,all,2017,2017-06-11,510.0
921,8470638,Patrice Bergeron,playoffs,all,2017,2017-06-11,780.0
922,8470655,David Backes,playoffs,all,2017,2017-06-11,546.0
923,8470775,Nate Thompson,playoffs,all,2017,2017-06-11,508.0
924,8470794,Joe Pavelski,playoffs,all,2017,2017-06-11,616.0
925,8470828,Toby Enstrom,playoffs,all,2017,2017-06-11,488.0
926,8470834,Dustin Byfuglien,playoffs,all,2017,2017-06-11,622.0
927,8471214,Alex Ovechkin,playoffs,all,2017,2017-06-11,698.0
928,8471215,Evgeni Malkin,playoffs,all,2017,2017-06-11,660.0
929,8471218,Blake Wheeler,playoffs,all,2017,2017-06-11,702.0
930,8471233,Travis Zajac,playoffs,all,2017,2017-06-11,580.0
931,8471260,Blake Comeau,playoffs,all,2017,2017-06-11,516.0
932,8471262,Carl Soderberg,playoffs,all,2017,2017-06-11,510.0
933,8471273,Brandon Dubinsky,playoffs,all,2017,2017-06-11,478.0
934,8471276,David Krejci,playoffs,all,2017,2017-06-11,630.0
935,8471296,Alexei Emelin,playoffs,all,2017,2017-06-11,498.0
936,8471338,Torrey Mitchell,playoffs,all,2017,2017-06-11,542.0
937,8471339,Ryan Callahan,playoffs,all,2017,2017-06-11,584.0
938,8471392,Roman Polak,playoffs,all,2017,2017-06-11,560.0
939,8471476,Daniel Winnik,playoffs,all,2017,2017-06-11,568.0
940,8471669,Paul Stastny,playoffs,all,2017,2017-06-11,646.0
941,8471675,Sidney Crosby,playoffs,all,2017,2017-06-11,770.0
942,8471685,Anze Kopitar,playoffs,all,2017,2017-06-11,562.0
943,8471698,T.J. Oshie,playoffs,all,2017,2017-06-11,634.0
944,8471699,Andrew Cogliano,playoffs,all,2017,2017-06-11,672.0
945,8471702,Matt Niskanen,playoffs,all,2017,2017-06-11,564.0
946,8471707,James Neal,playoffs,all,2017,2017-06-11,630.0
947,8471709,Marc-Edouard Vlasic,playoffs,all,2017,2017-06-11,536.0
948,8471717,Adam McQuaid,playoffs,all,2017,2017-06-11,530.0
949,8471724,Kris Letang,playoffs,all,2017,2017-06-11,616.0
950,8471817,Ryan Reaves,playoffs,all,2017,2017-06-11,636.0
951,8471873,Anton Stralman,playoffs,all,2017,2017-06-11,544.0
952,8471887,Patric Hornqvist,playoffs,all,2017,2017-06-11,712.0
953,8471958,Dan Girardi,playoffs,all,2017,2017-06-11,560.0
954,8472382,Andy Greene,playoffs,all,2017,2017-06-11,512.0
955,8473412,Bryan Little,playoffs,all,2017,2017-06-11,590.0
956,8473419,Brad Marchand,playoffs,all,2017,2017-06-11,736.0
957,8473422,Nick Foligno,playoffs,all,2017,2017-06-11,576.0
958,8473453,Trevor Lewis,playoffs,all,2017,2017-06-11,418.0
959,8473512,Claude Giroux,playoffs,all,2017,2017-06-11,554.0
960,8473544,Derick Brassard,playoffs,all,2017,2017-06-11,600.0
961,8473548,Phil Kessel,playoffs,all,2017,2017-06-11,592.0
962,8473563,Nicklas Backstrom,playoffs,all,2017,2017-06-11,646.0
963,8473584,Andrew MacDonald,playoffs,all,2017,2017-06-11,534.0
964,8473618,Mathieu Perreault,playoffs,all,2017,2017-06-11,600.0
965,8473914,Mark Letestu,playoffs,all,2017,2017-06-11,486.0
966,8473933,Ben Lovejoy,playoffs,all,2017,2017-06-11,560.0
967,8473986,Alex Killorn,playoffs,all,2017,2017-06-11,630.0
968,8474009,Nick Bonino,playoffs,all,2017,2017-06-11,568.0
969,8474013,Ian Cole,playoffs,all,2017,2017-06-11,626.0
970,8474027,Justin Braun,playoffs,all,2017,2017-06-11,498.0
971,8474034,Patrick Maroon,playoffs,all,2017,2017-06-11,542.0
972,8474037,James van Riemsdyk,playoffs,all,2017,2017-06-11,610.0
973,8474053,Logan Couture,playoffs,all,2017,2017-06-11,668.0
974,8474056,P.K. Subban,playoffs,all,2017,2017-06-11,622.0
975,8474062,Riley Nash,playoffs,all,2017,2017-06-11,496.0
976,8474068,Kyle Turris,playoffs,all,2017,2017-06-11,590.0
977,8474102,David Perron,playoffs,all,2017,2017-06-11,582.0
978,8474134,Yannick Weber,playoffs,all,2017,2017-06-11,564.0
979,8474151,Ryan McDonagh,playoffs,all,2017,2017-06-11,550.0
980,8474161,Jakub Voracek,playoffs,all,2017,2017-06-11,562.0
981,8474166,Alec Martinez,playoffs,all,2017,2017-06-11,474.0
982,8474176,Carl Hagelin,playoffs,all,2017,2017-06-11,632.0
983,8474189,Lars Eller,playoffs,all,2017,2017-06-11,646.0
984,8474190,Wayne Simmonds,playoffs,all,2017,2017-06-11,586.0
985,8474291,Jay Beagle,playoffs,all,2017,2017-06-11,516.0
986,8474564,Steven Stamkos,playoffs,all,2017,2017-06-11,668.0
987,8474569,Colin Wilson,playoffs,all,2017,2017-06-11,534.0
988,8474571,Mikkel Boedker,playoffs,all,2017,2017-06-11,600.0
989,8474574,Tyler Myers,playoffs,all,2017,2017-06-11,592.0
990,8474579,Luca Sbisa,playoffs,all,2017,2017-06-11,556.0
991,8474581,Jake Gardiner,playoffs,all,2017,2017-06-11,556.0
992,8474590,John Carlson,playoffs,all,2017,2017-06-11,616.0
993,8474600,Roman Josi,playoffs,all,2017,2017-06-11,598.0
994,8474602,Justin Schultz,playoffs,all,2017,2017-06-11,606.0
995,8474627,Jori Lehtera,playoffs,all,2017,2017-06-11,546.0
996,8474641,Adam Henrique,playoffs,all,2017,2017-06-11,478.0
997,8474660,David Warsofsky,playoffs,all,2017,2017-06-11,536.0
998,8474683,Derek Grant,playoffs,all,2017,2017-06-11,560.0
999,8474685,Matt Calvert,playoffs,all,2017,2017-06-11,706.0
1000,8474715,Cam Atkinson,playoffs,all,2017,2017-06-11,590.0
1001,8474716,Jared Spurgeon,playoffs,all,2017,2017-06-11,504.0
1002,8474717,Mark Barberio,playoffs,all,2017,2017-06-11,522.0
1003,8474739,Tommy Wingels,playoffs,all,2017,2017-06-11,506.0
1004,8474870,Tyler Johnson,playoffs,all,2017,2017-06-11,604.0
1005,8475098,Tyler Bozak,playoffs,all,2017,2017-06-11,646.0
1006,8475151,Kyle Palmieri,playoffs,all,2017,2017-06-11,584.0
1007,8475160,Kyle Clifford,playoffs,all,2017,2017-06-11,548.0
1008,8475163,Alex Chiasson,playoffs,all,2017,2017-06-11,520.0
1009,8475164,Jakob Silfverberg,playoffs,all,2017,2017-06-11,696.0
1010,8475167,Victor Hedman,playoffs,all,2017,2017-06-11,582.0
1011,8475169,Evander Kane,playoffs,all,2017,2017-06-11,574.0
1012,8475172,Nazem Kadri,playoffs,all,2017,2017-06-11,600.0
1013,8475176,Ryan Ellis,playoffs,all,2017,2017-06-11,570.0
1014,8475186,John Moore,playoffs,all,2017,2017-06-11,536.0
1015,8475188,Brayden McNabb,playoffs,all,2017,2017-06-11,534.0
1016,8475191,Reilly Smith,playoffs,all,2017,2017-06-11,686.0
1017,8475193,Tomas Tatar,playoffs,all,2017,2017-06-11,604.0
1018,8475197,Tyson Barrie,playoffs,all,2017,2017-06-11,578.0
1019,8475200,Dmitry Orlov,playoffs,all,2017,2017-06-11,574.0
1020,8475208,Brian Dumoulin,playoffs,all,2017,2017-06-11,628.0
1021,8475218,Mattias Ekholm,playoffs,all,2017,2017-06-11,612.0
1022,8475220,Marcus Foligno,playoffs,all,2017,2017-06-11,514.0
1023,8475222,Sami Vatanen,playoffs,all,2017,2017-06-11,574.0
1024,8475225,Craig Smith,playoffs,all,2017,2017-06-11,622.0
1025,8475233,David Savard,playoffs,all,2017,2017-06-11,564.0
1026,8475236,Cody Eakin,playoffs,all,2017,2017-06-11,550.0
1027,8475268,Gabriel Bourque,playoffs,all,2017,2017-06-11,592.0
1028,8475279,Ben Chiarot,playoffs,all,2017,2017-06-11,556.0
1029,8475287,Erik Haula,playoffs,all,2017,2017-06-11,594.0
1030,8475430,Brandon Manning,playoffs,all,2017,2017-06-11,504.0
1031,8475455,Brenden Dillon,playoffs,all,2017,2017-06-11,570.0
1032,8475462,Radko Gudas,playoffs,all,2017,2017-06-11,492.0
1033,8475613,Nate Prosser,playoffs,all,2017,2017-06-11,456.0
1034,8475625,Matt Irwin,playoffs,all,2017,2017-06-11,510.0
1035,8475714,Calle Jarnkrok,playoffs,all,2017,2017-06-11,578.0
1036,8475722,Jason Zucker,playoffs,all,2017,2017-06-11,496.0
1037,8475726,Tyler Toffoli,playoffs,all,2017,2017-06-11,580.0
1038,8475744,Evgeny Kuznetsov,playoffs,all,2017,2017-06-11,708.0
1039,8475745,Charlie Coyle,playoffs,all,2017,2017-06-11,438.0
1040,8475747,Patrik Nemeth,playoffs,all,2017,2017-06-11,510.0
1041,8475750,Jon Merrill,playoffs,all,2017,2017-06-11,542.0
1042,8475758,Devante Smith-Pelly,playoffs,all,2017,2017-06-11,546.0
1043,8475766,Austin Watson,playoffs,all,2017,2017-06-11,618.0
1044,8475772,Riley Sheahan,playoffs,all,2017,2017-06-11,544.0
1045,8475786,Zach Hyman,playoffs,all,2017,2017-06-11,578.0
1046,8475791,Taylor Hall,playoffs,all,2017,2017-06-11,674.0
1047,8475792,Brett Connolly,playoffs,all,2017,2017-06-11,642.0
1048,8475793,Ryan Johansen,playoffs,all,2017,2017-06-11,674.0
1049,8475798,Mikael Granlund,playoffs,all,2017,2017-06-11,624.0
1050,8475799,Nino Niederreiter,playoffs,all,2017,2017-06-11,516.0
1051,8475810,Bryan Rust,playoffs,all,2017,2017-06-11,576.0
1052,8475820,Joonas Donskoi,playoffs,all,2017,2017-06-11,562.0
1053,8475832,Tom Kuhnhackl,playoffs,all,2017,2017-06-11,526.0
1054,8475834,Marcus Sorensen,playoffs,all,2017,2017-06-11,700.0
1055,8476177,Matt Read,playoffs,all,2017,2017-06-11,568.0
1056,8476191,Kevan Miller,playoffs,all,2017,2017-06-11,570.0
1057,8476292,Ondrej Palat,playoffs,all,2017,2017-06-11,652.0
1058,8476312,Josh Manson,playoffs,all,2017,2017-06-11,594.0
1059,8476331,Dylan DeMelo,playoffs,all,2017,2017-06-11,568.0
1060,8476356,Tobias Rieder,playoffs,all,2017,2017-06-11,442.0
1061,8476372,Nick Seeler,playoffs,all,2017,2017-06-11,594.0
1062,8476374,Sean Kuraly,playoffs,all,2017,2017-06-11,598.0
1063,8476392,Adam Lowry,playoffs,all,2017,2017-06-11,552.0
1064,8476399,Blake Coleman,playoffs,all,2017,2017-06-11,624.0
1065,8476432,Boone Jenner,playoffs,all,2017,2017-06-11,604.0
1066,8476442,Matt Nieto,playoffs,all,2017,2017-06-11,524.0
1067,8476447,Miikka Salomaki,playoffs,all,2017,2017-06-11,574.0
1068,8476448,William Karlsson,playoffs,all,2017,2017-06-11,652.0
1069,8476453,Nikita Kucherov,playoffs,all,2017,2017-06-11,684.0
1070,8476455,Gabriel Landeskog,playoffs,all,2017,2017-06-11,656.0
1071,8476460,Mark Scheifele,playoffs,all,2017,2017-06-11,702.0
1072,8476461,Sean Couturier,playoffs,all,2017,2017-06-11,728.0
1073,8476463,Jonas Brodin,playoffs,all,2017,2017-06-11,530.0
1074,8476464,Duncan Siemens,playoffs,all,2017,2017-06-11,380.0
1075,8476467,Jamie Oleksiak,playoffs,all,2017,2017-06-11,544.0
1076,8476468,J.T. Miller,playoffs,all,2017,2017-06-11,596.0
1077,8476469,Joel Armia,playoffs,all,2017,2017-06-11,648.0
1078,8476474,Stefan Noesen,playoffs,all,2017,2017-06-11,596.0
1079,8476476,Joe Morrow,playoffs,all,2017,2017-06-11,578.0
1080,8476483,Rickard Rakell,playoffs,all,2017,2017-06-11,590.0
1081,8476525,Colin Miller,playoffs,all,2017,2017-06-11,596.0
1082,8476539,Jonathan Marchessault,playoffs,all,2017,2017-06-11,716.0
1083,8476792,Torey Krug,playoffs,all,2017,2017-06-11,686.0
1084,8476806,J.T. Brown,playoffs,all,2017,2017-06-11,500.0
1085,8476826,Yanni Gourde,playoffs,all,2017,2017-06-11,622.0
1086,8476850,Ryan Murray,playoffs,all,2017,2017-06-11,528.0
1087,8476853,Morgan Rielly,playoffs,all,2017,2017-06-11,526.0
1088,8476854,Hampus Lindholm,playoffs,all,2017,2017-06-11,602.0
1089,8476856,Matt Dumba,playoffs,all,2017,2017-06-11,542.0
1090,8476871,Tanner Pearson,playoffs,all,2017,2017-06-11,532.0
1091,8476872,Scott Laughton,playoffs,all,2017,2017-06-11,580.0
1092,8476874,Olli Maatta,playoffs,all,2017,2017-06-11,556.0
1093,8476880,Tom Wilson,playoffs,all,2017,2017-06-11,624.0
1094,8476881,Tomas Hertl,playoffs,all,2017,2017-06-11,672.0
1095,8476885,Jacob Trouba,playoffs,all,2017,2017-06-11,592.0
1096,8476887,Filip Forsberg,playoffs,all,2017,2017-06-11,760.0
1097,8476891,Matt Grzelcyk,playoffs,all,2017,2017-06-11,502.0
1098,8476905,Chandler Stephenson,playoffs,all,2017,2017-06-11,550.0
1099,8476906,Shayne Gostisbehere,playoffs,all,2017,2017-06-11,514.0
1100,8476919,Chris Tierney,playoffs,all,2017,2017-06-11,552.0
1101,8476923,Damon Severson,playoffs,all,2017,2017-06-11,520.0
1102,8476925,Colton Sissons,playoffs,all,2017,2017-06-11,594.0
1103,8476975,Cedric Paquette,playoffs,all,2017,2017-06-11,566.0
1104,8476981,Josh Anderson,playoffs,all,2017,2017-06-11,606.0
1105,8477015,Connor Brown,playoffs,all,2017,2017-06-11,584.0
1106,8477021,Alexander Kerfoot,playoffs,all,2017,2017-06-11,608.0
1107,8477043,Christian Djoos,playoffs,all,2017,2017-06-11,506.0
1108,8477213,Tim Schaller,playoffs,all,2017,2017-06-11,504.0
1109,8477220,Nate Schmidt,playoffs,all,2017,2017-06-11,572.0
1110,8477244,Chad Ruhwedel,playoffs,all,2017,2017-06-11,532.0
1111,8477290,Michael Raffl,playoffs,all,2017,2017-06-11,482.0
1112,8477341,Andreas Johnsson,playoffs,all,2017,2017-06-11,578.0
1113,8477355,Will Butcher,playoffs,all,2017,2017-06-11,610.0
1114,8477404,Jake Guentzel,playoffs,all,2017,2017-06-11,788.0
1115,8477413,Sven Andrighetto,playoffs,all,2017,2017-06-11,580.0
1116,8477416,Oliver Bjorkstrand,playoffs,all,2017,2017-06-11,614.0
1117,8477425,Miles Wood,playoffs,all,2017,2017-06-11,452.0
1118,8477429,Andrew Copp,playoffs,all,2017,2017-06-11,546.0
1119,8477444,Andre Burakovsky,playoffs,all,2017,2017-06-11,644.0
1120,8477447,Shea Theodore,playoffs,all,2017,2017-06-11,616.0
1121,8477451,Ryan Hartman,playoffs,all,2017,2017-06-11,620.0
1122,8477456,J.T. Compher,playoffs,all,2017,2017-06-11,594.0
1123,8477478,William Carrier,playoffs,all,2017,2017-06-11,490.0
1124,8477492,Nathan MacKinnon,playoffs,all,2017,2017-06-11,636.0
1125,8477495,Seth Jones,playoffs,all,2017,2017-06-11,584.0
1126,8477504,Josh Morrissey,playoffs,all,2017,2017-06-11,574.0
1127,8477507,Nikita Zadorov,playoffs,all,2017,2017-06-11,508.0
1128,8477839,Conor Sheary,playoffs,all,2017,2017-06-11,610.0
1129,8477846,Ryan Carpenter,playoffs,all,2017,2017-06-11,602.0
1130,8477850,Christian Folin,playoffs,all,2017,2017-06-11,502.0
1131,8477922,Melker Karlsson,playoffs,all,2017,2017-06-11,606.0
1132,8477930,Pierre-Edouard Bellemare,playoffs,all,2017,2017-06-11,576.0
1133,8477931,Tomas Nosek,playoffs,all,2017,2017-06-11,606.0
1134,8477939,William Nylander,playoffs,all,2017,2017-06-11,622.0
1135,8477940,Nikolaj Ehlers,playoffs,all,2017,2017-06-11,632.0
1136,8477941,Nick Ritchie,playoffs,all,2017,2017-06-11,420.0
1137,8477942,Kevin Fiala,playoffs,all,2017,2017-06-11,650.0
1138,8477944,Jakub Vrana,playoffs,all,2017,2017-06-11,624.0
1139,8477948,Travis Sanheim,playoffs,all,2017,2017-06-11,550.0
1140,8477949,Alex Tuch,playoffs,all,2017,2017-06-11,606.0
1141,8477953,Kasperi Kapanen,playoffs,all,2017,2017-06-11,532.0
1142,8477956,David Pastrnak,playoffs,all,2017,2017-06-11,798.0
1143,8477960,Adrian Kempe,playoffs,all,2017,2017-06-11,524.0
1144,8477969,Marcus Pettersson,playoffs,all,2017,2017-06-11,440.0
1145,8477986,Brandon Montour,playoffs,all,2017,2017-06-11,582.0
1146,8478010,Brayden Point,playoffs,all,2017,2017-06-11,646.0
1147,8478042,Viktor Arvidsson,playoffs,all,2017,2017-06-11,664.0
